source	interaction	target
IL2RB	-1	LCK
LCK	0	EZR
LCK	1	SHC1
LCK	1	PRKCD
FYN	1	CD300LB
FYN	1	ACP1
FYN	-1	CHN2
FYN	0	CAV1
CAV1	1	FYN
FYN	1	PRKCQ
CDK1	1	CHEK1
CDK1	1	BUB1
CDK1	1	LATS1
CDK1	-1	EGFR
CDK1	0	RB1
CDK1	0	VIM
CDK1	1	AR
CDK1	-1	BCL2
CDK1	0	PTPN2
CDK1	0	PTPN1
CDK1	-1	STIP1
CDK1	1	BRCA1
CDK1	-1	CASP9
CDK1	-1	PPP1CA
CDK1	-1	MAP2K1
CDK1	0	FOXO1
CDK1	0	DLG1
CDK1	-1	CASP8
CDK1	-1	SIRT2
CDK1	-1	ABI1
CDK1	1	SIRT1
CD3E	1	NCK1
CDK1	1	INCENP
CDK1	0	EPN1
S100A9	1	TLR4
NPM1	1	FBXW7
FES	0	BCR
IGF1R	1	PDPK1
CAPN1	1	GSK3A
CAPN1	-1	F2RL1
CAPN1	1	CDK5R1
PRSS2	1	F2RL1
HSP90AA1	-1	NR3C1
HSP90AA1	1	PPP5C
LYN	-1	CDKN1B
LYN	0	PRKCD
LYN	1	BTK
LYN	-1	PPP1R8
RET	1	PDPK1
RET	1	MAPK1
RET	1	AKT1
IGF1R	-1	CRK
IGF1R	1	PIK3R3
HSP90AB1	1	AR
PTPRC	0	LCK
ELANE	0	F2R
ELANE	-1	F2RL1
CTSG	1	AGT
CTSG	1	C3
CTSG	0	F2RL1
PTPRC	1	FYN
PTPRC	0	LYN
PTPRC	-1	TYK2
CFH	-1	C3
FGF4	1	FGFR4
IL6R	1	JAK2
CHRM5	1	GNAQ
FGF2	1	FGFR4
FGF2	1	FGFR3
HMGB1	1	TLR4
WNT2	1	LRP6
PDGFRB	1	FYN
PDGFRB	1	SRC
PDGFRB	1	GRB2
PDGFRB	1	PTK2
PARP1	1	TP53
FURIN	1	NOTCH1
UBC	1	PRKN
HSPA1A	-1	NR3C1
CALM1	1	PPP3CB
CALM1	1	PPP3CC
CALM1	1	PPP3CA
CALM1	1	CAMKK1
CALM2	1	PPP3CB
CALM2	1	PPP3CC
CALM3	1	PPP3CB
CALM3	1	PPP3CC
CALM3	1	PPP3CA
PRKAR1A	-1	PRKACA
PRKAR1A	-1	PRKACB
TFPI	1	VLDLR
KIT	1	JAK2
KIT	1	PTPN11
CD28	1	PIK3CG
MCF2	1	CDC42
MCF2	1	RHOA
MCF2	1	RAC1
BCR	-1	RAC1
PIM1	-1	FOXO3
PIM1	1	FLT3
PIM1	1	CDKN1A
PIM1	-1	CDKN1B
PIM1	1	MDM2
PIM1	1	RELA
PIM1	-1	MAP3K5
FGFR1	-1	CTTN
CDK4	-1	BRCA1
FGF5	1	FGFR1
FGF5	1	FGFR2
SKI	-1	EP300
ACE	1	AGT
CDH1	1	CTNNA1
SRC	1	PDPK1
SRC	1	KRAS
ESR1	1	SRC
SRC	1	ESR1
SRC	1	HSP90AB1
SRC	1	BDKRB2
SRC	0	CDH5
SRC	1	FLT4
SRC	-1	PPP2CA
PPP2CA	-1	SRC
SRC	1	STAT1
SRC	1	FHIT
SRC	0	MMP14
SRC	1	STAT5B
SRC	1	RPS6KA3
RPS6KA3	0	SRC
SRC	1	BMX
SRC	-1	PTEN
SRC	1	GRB2
GRB2	1	SRC
SRC	1	RAC1
SRC	1	TIAM1
SRC	1	PAK2
SRC	0	GRB10
SRC	-1	CASP8
SRC	-1	SIRT2
SRC	1	ARHGEF4
SRC	1	ARHGAP35
SRC	1	VAV3
XRCC6	1	PRKDC
TDGF1	0	ACVR2A
TDGF1	1	ACVR1B
TDGF1	1	NODAL
CTSE	-1	A2M
MIF	1	CXCR4
MMP9	-1	PZP
PZP	-1	MMP9
IL2RB	1	SHC1
EZR	1	FES
VAV1	1	GRB2
VAV1	1	RAC1
ITGB4	1	PIK3CB
H2AX	1	NBN
ITGB4	1	PIK3CA
FER	1	AR
PDGFRA	1	PTK2
PPP3CB	-1	FLNA
PPP3CB	0	DNM2
PPP3CB	1	BAD
NCK1	1	SOS1
TSHR	1	GNAQ
GNB3	1	PIK3CA
IL7R	1	JAK1
PRKCA	-1	EGFR
PRKCA	1	ANXA1
INSR	1	PRKCA
PRKCA	1	INSR
PRKCA	0	LCK
PRKCA	1	EZR
PRKCA	0	SRF
PRKCA	0	ADRA1B
SRC	1	PRKCA
PRKCA	0	SRC
PRKCA	0	ITGB4
PRKCA	-1	DDX5
PRKCA	1	VCL
VCL	1	PRKCA
PRKCA	0	CBL
PRKCA	0	PTPN6
PRKCA	1	SDC4
PRKCA	-1	HRH1
PTPN1	-1	AKT1
AKT1	-1	PTPN1
PRKCA	0	OPRD1
PRKCA	0	PTGIR
PRKCA	-1	GSK3B
PRKCA	1	PRKG1
PRKACA	1	SRC
PRKCA	1	PRKD1
PRKCA	1	RALBP1
PRKACA	1	EEF2K
PRKACA	1	AURKA
PRKACA	-1	CTNND1
PRKACA	1	LRP6
PRKACA	1	ABCA1
PRKACA	1	FOS
PRKACA	1	ERBB2
PRKACA	0	RET
PRKACA	1	SRF
PRKACA	0	ITGB4
PRKACA	0	CAPN2
PRKACA	1	ATF1
PRKACA	0	RXRA
PRKACA	0	CCND1
PRKACA	1	PRKAR2B
PRKAR2B	-1	PRKACA
PRKACA	-1	CIITA
PRKACA	1	CTNNB1
PRKACA	0	NF2
PRKACA	-1	HRH1
PRKACA	1	CSK
PRKACA	0	PSEN1
PRKACA	-1	GSK3A
PRKACA	0	GSK3B
PRKACA	-1	PRKAA2
PRKACA	-1	CASP9
PRKACA	1	HSF1
PRKACA	1	RELA
PRKACA	-1	PRKAA1
PRKACA	0	AKAP13
PRKACA	-1	PIN1
PRKACA	-1	GNA13
PRKACA	-1	FRAT1
PRKACA	-1	NEDD4L
CAPN2	1	GSK3A
CAPN2	1	CDK5R1
PTPN2	-1	FYN
PTPN2	-1	MET
PTPN2	0	PDGFRB
PTPN2	-1	GHR
PTPN2	-1	SHC1
PTPN2	-1	FKBP4
PTPN1	-1	ABL1
PTPN1	-1	BCR
PTPN1	-1	NFKBIA
PTPN1	-1	STAT5B
PTPN1	-1	CAV1
PTPN1	-1	PRKCD
PTPN1	1	CTTN
PTPN1	-1	NTRK2
PTPN1	-1	MAPK15
CSNK2A2	0	PTPN1
PTPRA	-1	LYN
NCL	-1	MYB
EIF2AK2	-1	NFKBIA
CSNK2A2	1	PTPRC
CSNK2A2	1	PPP1R2
CSNK2A2	-1	PTEN
CSNK2A2	1	HSF1
CSNK2A2	-1	SET
CSNK2A2	1	PPP1R8
CSNK2A2	1	HDAC1
CSNK2A2	1	HDAC2
RXRA	-1	CTNNB1
CR2	1	CD19
CHRM3	1	GNAQ
BCL3	1	HDAC3
CAST	-1	CAPN1
TACR2	1	GNAQ
CNR1	1	GNAI1
FGFR2	0	FRS2
ERBB3	1	PIK3CA
ERBB3	1	PIK3CB
ERBB3	1	PIK3CG
PTPRG	1	PXN
FGFR4	1	STAT1
FGFR3	1	STAT3
FGFR3	1	STAT1
FGFR3	0	PTEN
PTEN	0	FGFR3
CBL	-1	KIT
CBL	-1	FLT3
PRKACB	0	BAD
KEL	1	EDN3
RPS6KB1	-1	MRE11
PTPRG	-1	JAK2
PTPRB	1	MAPK3
PTPRB	-1	KDR
PTPRG	-1	DAB1
PTPRG	-1	ABL1
PTPRG	0	EGFR
PTPRG	1	ERBB2
PTPRG	-1	MET
PTPRG	-1	SRC
PTPRG	-1	VCL
PTPRG	-1	CDK2
PTPRG	1	STAT3
PTPRG	-1	BMX
PTPRG	1	STAT2
PTPRG	0	PTK2
PTPRG	-1	BTK
PTPRG	-1	CTTN
PTPRZ1	-1	ARHGAP35
CMA1	1	EDN1
CMA1	1	EDN3
CCND1	1	HDAC3
IL4R	1	JAK2
IL4R	1	IRS1
IL4R	1	IRS2
EDNRB	1	GNAQ
ACP1	-1	PDGFRB
ACP1	0	SRC
ACP1	-1	AKT2
ACP1	-1	AKT3
PRKCH	1	ANXA1
PRKCH	0	MAPK1
CDK2	1	ESR1
CDK2	1	TP53
PGR	1	CDK2
CDK2	0	PGR
CDK2	1	CEBPB
CDK2	0	PTPN2
CDK2	1	CCNA2
CDK2	-1	GRK2
CDK2	0	CDKN1B
CDKN1B	-1	CDK2
CDK2	1	CDK7
CDK7	0	CDK2
CDK2	-1	PPP1CA
CDK2	-1	ID2
CDK2	-1	ID3
CDK2	1	SKP2
CDK2	1	EZH2
CDK2	0	RAD9A
CDK2	1	RBBP8
GRK2	-1	ADRA2A
GRK2	1	EZR
GRK2	-1	BDKRB2
GRK2	-1	OPRD1
GRK2	-1	MAPK14
ADRA1D	1	GNAQ
EDNRA	1	GNAQ
F2R	1	GNA12
FAS	1	MAP3K5
YY1	-1	NOTCH1
MST1	1	STK4
ACVR2A	1	ACVR1B
ACVR2A	1	ACVR1
APBB1	1	MAPK3
MAPK3	0	APBB1
MAPK3	-1	FOXO3
MAPK3	0	MITF
MAPK3	0	EGFR
MAPK3	-1	NR3C1
MAPK3	-1	PGR
MAPK3	-1	MYB
MAPK3	-1	THRB
MAPK3	1	ATF2
MAPK3	1	CAPN2
MAPK3	0	RXRA
MAPK3	1	RPS6KB1
MAPK3	1	PML
MAPK3	0	GRK2
MAPK3	0	CIITA
MAPK3	-1	IRS1
MAPK3	-1	PPARG
MAPK3	-1	LIFR
MAPK3	-1	CDKN1B
MAPK3	-1	CEBPA
MAPK3	-1	GSK3B
MAPK3	1	RCAN1
MAPK3	-1	CASP9
MAPK3	1	GTF2I
MAPK3	1	ADAM17
MAPK3	0	HSF1
MAPK3	1	MCL1
MAPK3	1	SREBF2
MAPK3	0	GAB1
MAPK3	0	SMAD4
MAPK3	1	CTTN
MAPK3	-1	CASP8
MAPK3	1	PTPRR
MAPK3	-1	STK11
MAPK3	1	ABI1
MAPK3	-1	BAD
MAPK3	1	ARHGEF2
MAPK3	-1	MRTFA
MAPK3	1	BAZ1B
MAPK3	1	GAB2
ARNT	1	HIF1A
RPL10	-1	YES1
PIK3R1	1	PIK3CA
PIK3R1	1	PIK3CB
PIK3R1	0	PIK3CG
HTR2A	1	GNAI1
MAPK1	1	PARP1
MAPK1	1	APBB1
MAPK1	-1	JAK2
MAPK1	0	MITF
MAPK1	1	LRP6
EGFR	1	MAPK1
MAPK1	0	EGFR
MAPK1	1	MYC
MAPK1	-1	NR3C1
MAPK1	0	MYB
MAPK1	0	AR
MAPK1	0	BCL2
MAPK1	-1	TNFRSF1A
MAPK1	1	EIF2AK2
MAPK1	0	RXRA
MAPK1	1	NR4A1
MAPK1	1	PTPN7
PTPN7	-1	MAPK1
MAPK1	1	CDK2
MAPK1	0	CIITA
MAPK1	-1	IRS1
MAPK1	-1	PPARG
MAPK1	-1	LIFR
MAPK1	1	IER3
MAPK1	-1	CEBPA
MAPK1	-1	TSC2
MAPK1	0	GSK3B
MAPK1	1	RCAN1
MAPK1	1	CSNK2A1
MAPK1	1	GTF2I
MAPK1	1	KHDRBS1
MAPK1	1	PPARA
MAPK1	1	EP300
MAPK1	0	PAK1
MAPK1	0	MYO9B
MAPK1	0	SMAD4
MAPK1	1	TP53BP2
MAPK1	0	DOCK1
MAPK1	1	CTTN
MAPK1	-1	CASP8
MAPK1	1	PTPRR
PTPRR	-1	MAPK1
MAPK1	-1	STK11
MAPK1	-1	TSC1
MAPK1	-1	BAD
MAPK1	1	ARHGEF2
MAPK1	1	MKNK1
MAPK1	0	ARHGAP26
MAPK1	1	GAB2
DUSP1	-1	MAPK9
GRN	-1	TNFRSF1A
EPHB2	-1	ARHGEF15
PTPN6	0	EGFR
PTPN6	-1	IL2RB
PTPN6	0	STAT3
PTPN6	-1	SYK
PTPN6	0	CASP8
TACR3	1	GNAQ
CASP1	1	PSEN1
TYK2	1	DUSP3
PPP2R1A	1	PPP2CB
PPP2R1A	1	PPP2CA
PPP2R1B	1	PPP2CA
CDC25A	-1	RAF1
CDC25A	-1	MAPK3
BDKRB2	1	GNAQ
GRPR	1	GNAQ
OXTR	1	GNAQ
SSTR2	1	GNAI1
GNRHR	1	GNAQ
TLX1	-1	PPP2CB
TLX1	-1	PPP2CA
PRKAR1B	-1	PRKACA
PRKAR1B	-1	PRKACB
PRKAR2B	-1	PRKACB
SDC4	1	RAC1
AKT1	1	SH2B2
AKT1	0	CHEK1
AKT1	-1	CFLAR
AKT1	-1	HTRA2
AKT1	-1	BCL2L11
AKT1	1	ESR1
AKT1	0	NR3C1
AKT1	1	VIM
AKT1	0	AR
AKT1	0	RARA
AKT1	-1	SKI
AKT1	1	S1PR1
AKT1	-1	GATA2
AKT1	1	CDK2
AKT1	1	BRCA1
BRCA1	-1	AKT1
AKT1	-1	MAP2K4
AKT1	-1	YAP1
AKT1	1	CLK2
AKT1	-1	IRAK1
AKT1	1	USP14
AKT1	0	RAC1
AKT1	1	YWHAZ
AKT1	1	XIAP
AKT1	-1	BAX
AKT1	-1	STK4
AKT1	-1	PRKAA1
AKT1	-1	STK3
AKT1	-1	EZH2
AKT1	0	MAP3K11
AKT1	-1	GAB2
AKT1	-1	DAB2IP
AKT1	-1	SH3RF1
AKT1	1	TP53RK
AKT1	-1	MAP3K5
AKT1	1	WNK1
AKT1	0	RANBP3
AKT1	-1	RNF11
AKT1	0	TSC1_TSC2
AKT1	1	CHUK_IKBKB_IKBKG
AKT2	1	CHUK
AKT2	-1	HTRA2
AKT2	-1	STK3
AKT2	-1	FOXO3
AKT2	1	ESR1
AKT2	-1	BRAF
AKT2	1	EZR
AKT2	1	CREB1
AKT2	-1	PTPN1
AKT2	1	CTNNB1
AKT2	-1	CDKN1B
AKT2	-1	TSC2
AKT2	-1	FOXO1
AKT2	-1	GSK3B
AKT2	0	CASP9
AKT2	1	XIAP
AKT2	-1	FOXO4
AKT2	1	MDM2
AKT2	1	EP300
AKT2	-1	STK4
AKT2	-1	SH3RF1
AKT2	0	BAD
AKT2	-1	MAP3K5
AKT2	0	TSC1_TSC2
AKT2	1	CHUK_IKBKB_IKBKG
RYK	1	FZD8
STIP1	-1	HSP90AA1
STIP1	-1	HSP90AB1
CCKAR	1	GNAQ
CCKBR	1	GNAQ
GRK4	-1	BDKRB2
SSTR3	1	GNAI1
GTF2H1	-1	E2F1
CIITA	1	RFX5
CDH5	1	CTNNB1
TTK	-1	ABL1
NTF4	1	NTRK1
NTF4	1	NTRK2
GRK5	1	LRP6
GRK5	-1	TP53
GRK5	-1	BDKRB2
PTGER1	1	GNAQ
PRSS3	1	F2RL1
CTNNA1	-1	YAP1
CTNNB1	-1	PPARG
NF2	1	LATS1
NF2	1	LATS2
HRH1	1	GNAQ
ADRA1B	1	GNAQ
OPRM1	1	GNAI1
DRD3	1	GNAI1
IRS1	1	PIK3R1
IRS1	1	PIK3CB
TIMP3	-1	MMP14
GRK3	-1	BDKRB2
GRK3	-1	OPRM1
GRK3	0	CCR5
HNF1B	1	ATF1
PPM1A	-1	IKBKB
PPM1A	1	PIK3R1
PPM1A	-1	CDK9
PPM1A	-1	PAK1
PPM1A	-1	MAPK14
FLT4	-1	RPS6KA3
KDR	1	PIK3R1
KDR	1	GRB2
KDR	1	PTK2
TRIM23	1	TBK1
MAP2K2	-1	CASP9
PPP1CC	-1	AXIN1
TGFBR2	1	ZFYVE9
PPP1CC	-1	TP53
PPP1CC	-1	AKT1
PPP1CC	1	MDM2
FLT3	1	SHC1
FLT3	1	CTNNB1
FLT3	1	GRB2
BMPR1A	1	SMAD9
BMPR1A	1	BMPR2
BMPR2	1	BMPR1A
BMPR1A	1	SMAD1
BMPR1A	1	SMAD5
TGFBR1	1	PIK3R1
TGFBR1	1	RHOA
LTBR	1	TRAF2
RIPK1	1	TAB2
TGFBR2	1	PIK3R1
TGFBR2	1	VPS39
PPARG	-1	HDAC1
AVPR1A	1	GNAQ
GGCX	1	F2
GGCX	1	F9
GGCX	1	F7
CDKN1A	-1	CDK4
CDKN1A	-1	CDK3
CDKN1A	-1	CDK6
CDK6	-1	CDKN1A
CDKN1A	-1	CCNE2_CDK2
MMP12	-1	F12
IL6ST	1	SHC1
VHL	-1	CARD9
USP8	0	EGFR
ID1	-1	TCF3
OPRD1	1	GNAI1
WNT5A	1	LRP6
WNT5A	1	RYK
WNT5A	1	FZD3
PPP1R2	-1	PPP1CA
CSK	0	LYN
CSK	1	PTPRC
CSK	0	FGR
MAP3K8	1	PLK1
HTR2B	1	GNAQ
PRKCI	1	EZR
PRKCI	1	ECT2
STAT6	-1	STAT1
PIK3CA	1	BTK
MTOR	1	SGK1
MTOR	-1	IRS1
MTOR	1	STAT3
MTOR	1	GRB10
CASP3	1	NFKBIA
CASP3	-1	AKT1
CASP3	-1	BRCA1
CASP3	1	PSEN1
CASP3	1	STK4
CASP3	1	BAD
MATK	-1	LYN
TEC	1	BMX
TEC	-1	BTK
BTK	1	TEC
ABL2	1	CEBPB
ABL2	0	CRK
CDKN2B	-1	CDK4
GDF5	1	BMPR1B
PTGFR	1	GNAQ
PTGIR	1	GNAQ
GRK6	-1	BDKRB2
PTPN9	-1	GHR
ZAP70	1	SHC1
ZAP70	1	DUSP3
MAPK8	1	CDKN1A
ZAP70	1	SH2B3
SYK	-1	LCK
SYK	1	PRKCA
SYK	1	SHC1
SYK	1	IL15RA
SYK	1	MAP4K1
MMP13	-1	F12
MAPK8	-1	LAT
MAPK8	1	MYC
MAPK8	0	NR3C1
MAPK8	1	TP53
MAPK8	1	APP
MAPK8	0	RXRA
MAPK8	-1	NR4A1
MAPK8	-1	CDC25C
MAPK8	1	AKT1
MAPK8	-1	YWHAB
MAPK8	-1	PPARG
NCOA4	1	AR
MAPK8	1	MAPK9
MAPK8	1	PXN
MAPK8	1	FOXO4
MAPK8	0	HSF1
MAPK8	0	MCL1
MAPK8	1	STK4
MAPK8	1	IRF3
MAPK9	1	PSEN1
MAPK8	1	SIRT1
MAPK8	1	PKMYT1
MAPK9	1	ATF2
MAPK9	1	MYC
MAPK9	1	TP53
MAPK9	0	JUN
MAPK9	1	H2AX
MAPK9	1	ELK1
MAPK9	-1	RXRA
MAPK9	-1	CDC25C
MAPK9	0	IRS1
MAPK9	1	STAT3
MAP2K4	-1	RXRA
MAP2K4	1	MAPK14
CRK	1	CBL
CRK	1	PTK2
CRK	1	MAP4K1
CRK	1	MAP4K5
CRKL	1	PIK3CB
CRKL	1	MAP4K1
CDKN1B	-1	CCNE2_CDK2
IER3	-1	PPP2R5C
MAP2K3	1	DYRK1B
YAP1	1	CTNNB1
YAP1	1	SMAD1
CSN1S1	1	RELA
AVPR1B	1	GNAQ
MTNR1A	1	GNAI1
LEPR	1	PTPN11
PPP3CC	-1	FLNA
PPP3CC	0	DNM2
PPP3CC	1	BAD
CSNK1D	1	TP53
CSNK1A1	-1	FOXO3
CSNK1A1	0	YWHAQ
CSNK1A1	1	GSK3B
CSNK1A1	1	BID
CSNK1A1	0	YWHAZ
CSNK1A1	-1	FOXO4
CSNK1A1	0	FOXO1
CSNK1A1	-1	FADD
CSNK1A1	-1	DEPTOR
CSNK1D	-1	YAP1
CSNK1D	0	BACE1
CSNK1D	1	CDK5
CSNK1D	-1	HIF1A
CSNK1D	-1	WWTR1
PIK3CG	1	PDPK1
PXN	1	ILK
EEF2K	0	MAPKAPK2
MAPKAPK2	0	EEF2K
MAPKAPK2	1	PIAS1
MAPKAPK2	1	SRF
MAPKAPK2	1	TCF3
MAPKAPK2	1	PLK1
MAPKAPK2	0	YWHAZ
MAPKAPK2	1	MDM2
CDK8	-1	SMAD1
MTNR1B	1	GNAI1
CDK8	-1	SMAD3
FNTA	1	HRAS
FNTA	1	KRAS
FNTB	1	HRAS
FNTB	1	KRAS
SIK1	-1	CRTC2
CSNK1E	1	DVL2
CSNK1E	1	AXIN1
CSNK1E	-1	CTNND1
CSNK1E	1	APC
CSNK1E	0	CTNNB1
CSNK1E	-1	YAP1
CSNK1E	1	BID
CSNK1E	0	WWTR1
TMED10	1	PSEN1
NUMB	1	TP53
NUMB	-1	MDM2
MDM2	-1	NUMB
CLK1	-1	ABL1
CLK1	1	PTPN1
CLK2	1	PTPN1
PSEN1	1	NOTCH1
FHIT	-1	CTNNB1
GSK3A	-1	MYC
GSK3A	1	RELA
GSK3A	-1	MCL1
GSK3A	-1	NBR1
GSK3A	-1	CAMKK2
GSK3A	-1	GPSM3
GSK3B	-1	PHLPP1
GSK3B	0	CTNND1
APP	1	GSK3B
GSK3B	0	APP
GSK3B	1	ESR1
GSK3B	0	NR3C1
GSK3B	1	CDH1
GSK3B	0	CEBPB
GSK3B	1	NFKB1
GSK3B	1	APC
GSK3B	-1	CDC25A
GSK3B	1	CIITA
GSK3B	-1	CDKN1A
GSK3B	1	PPP1R2
GSK3B	1	NOTCH1
GSK3B	1	CEBPA
GSK3B	-1	PSEN1
GSK3B	1	TSC2
GSK3B	1	RCAN1
GSK3B	-1	ROR2
GSK3B	1	PRKCE
GSK3B	1	RELA
GSK3B	1	BAX
GSK3B	-1	MCL1
GSK3B	-1	GRB14
GSK3B	-1	NBR1
GSK3B	1	BORA
GSK3B	-1	MYOCD
GSK3B	-1	CAMKK2
GSK3B	-1	GPHN
STK19	1	NRAS
MRE11	1	NBN
GNAQ	1	ARHGEF12
MMP14	-1	F12
HTR6	1	GNAQ
DNM2	1	VAV1
CDK7	1	ESR1
CDK7	1	TP53
CDK7	-1	AR
CDK7	1	RARA
CDK7	1	CDK4
CDK7	1	RARG
CDK7	-1	E2F1
CDK9	-1	SMAD3
CDK9	1	NCOA2
CDK9	-1	RCHY1
DUSP3	-1	ERBB2
DUSP3	-1	MAPK3
IRAK1	1	STAT3
RPS6KA3	1	ESR1
RPS6KA3	1	CREB1
RPS6KA3	1	EIF2AK2
NR4A1	1	RPS6KA3
RPS6KA3	0	NR4A1
RPS6KA3	-1	GSK3A
NEK2	-1	PPP1CC
RAP1GDS1	1	RAC1
EFNA5	1	EPHA2
MAP2K6	1	MAPK9
MAP2K6	1	MAPK10
VAV2	1	RHOA
CHN2	-1	RAC1
EFNA3	1	EPHA2
PPP5C	-1	RAF1
PPP5C	-1	NR3C1
PPP5C	-1	MAP3K5
PLK1	-1	IKBKB
PLK1	1	BIRC5
PLK1	1	MYC
PLK1	1	NPM1
PLK1	1	VIM
PLK1	1	YY1
PLK1	-1	IRS1
PLK1	-1	FADD
PLK1	1	PIN1
PLK1	1	PLEKHG6
PLK1	1	OPTN
EEF2K	0	MAPK12
MAPK12	0	EEF2K
MAPK12	1	ATF2
MAPK10	-1	CDC25C
MAPK10	-1	YWHAZ
MAPK10	-1	DIABLO
USP14	1	CXCR4
PRKAG1	1	PRKAA2
PRKAA2	0	EEF2K
PRKAA2	1	TSC2
PRKAA2	-1	CRTC2
PRKAA2	1	TSC1
PRRX1	1	SRF
PTPN5	-1	FYN
PTPN5	0	MAPK14
PTPN5	1	BAK1
AFDN	1	RIT1
CASP7	1	PSEN1
CDH8	1	CTNNB1
CDH15	1	CTNNB1
MTCP1	1	AKT1
MTCP1	1	AKT2
WNT3	1	LRP6
WNT3	1	FZD3
WNT3A	1	LRP6
WNT3A	1	FZD2
WNT3A	1	FZD3
WNT3A	1	FZD1
WNT7B	1	FZD3
WNT7B	1	FZD1
BCAR1	1	PIK3R1
BCAR1	-1	SMAD3
NXPH1	1	NRXN3
GNG2	1	PLCG1
GNG2	1	PIK3CA
PTEN	-1	CREB1
PPP4C	-1	HDAC3
RAB2A	-1	PRKCI
PCBD1	1	HNF1B
RHOA	1	MAPK8
DCAF7	1	DYRK1A
DCAF7	1	DYRK1B
PPP1CA	-1	AURKA
PPP1CA	-1	AXIN1
PPP1CA	-1	MAPK3
PPP1CA	1	CDC25C
AKT1	0	PPP1CA
PPP1CA	-1	AKT1
PPP1CA	-1	BRCA1
PPP1CA	-1	STAT3
PPP1CA	-1	NEK2
PPP1CA	1	CASP9
PPP1CA	1	MDM2
PPP1CA	1	IFIH1
PPP1CB	-1	TP53
NCS1	-1	DRD2
NCS1	-1	GRK2
YWHAE	-1	CDKN1B
PPP2CB	-1	CHEK1
PPP2CB	-1	MYC
PPP2CB	0	TP53
GNB1	1	PIK3CA
PPP2CB	-1	MAPK1
PPP2CB	-1	AKT1
PPP2CB	-1	AKT2
PPP2CB	1	MDM2
PPP2CB	-1	PRKCD
PPP2CB	-1	PAK1
PPP2CB	-1	ATM
GRB2	1	CBL
GRB2	1	SOS2
GRB2	1	MAP4K1
GRB2	1	GAB2
RAC1	1	MAPK9
GNAI1	1	CDC42
PPP2R2A	-1	PPP2CA
GNGT1	1	PLCG1
GNGT1	1	PIK3CG
UBE2I	-1	MITF
PPP2CA	-1	CHEK1
PPP2CA	-1	MAP3K7
PPP2CA	1	FOXO3
PPP2CA	1	CHEK2
PPP2CA	1	RAF1
PPP2CA	0	TP53
PPP2CA	1	RB1
PPP2CA	-1	MAP2K2
PPP2CA	1	MDM2
PPP2CA	-1	MAP2K1
PPP2CA	-1	RELA
PPP2CA	-1	STK4
PPP2CA	-1	PAK1
PPP2CA	-1	STK3
PPP2CA	-1	MAPK15
PPP2CA	-1	MAP3K3
PPP2CA	-1	MKNK1
PPP2CA	-1	CARD11
PPP2CA	-1	RACGAP1
CSNK2B	0	BRCA1
CSNK2B	1	BID
CSNK2B	-1	SET
CSNK2A1	1	HDAC3
CSNK2A1	-1	DDX58
CSNK2A1	0	ESR1
CSNK2A1	0	TP53
CSNK2A1	-1	JUN
CSNK2A1	0	HSP90AA1
CSNK2A1	-1	CALM1
CSNK2A1	-1	MYB
CSNK2A1	1	ACE
CSNK2A1	-1	EGR1
CSNK2A1	1	YY1
CSNK2A1	0	NFKBIA
CSNK2A1	0	ARNT
CSNK2A1	-1	PML
CSNK2A1	1	CDC25B
CSNK2A1	-1	CDC25C
CSNK2A1	0	CTNNA1
CSNK2A1	1	MAPK9
CSNK2A1	1	MRE11
CSNK2A1	0	BID
CSNK2A1	-1	PTEN
CSNK2A1	-1	MAX
CSNK2A1	1	HSF1
CSNK2A1	-1	SET
CSNK2A1	-1	FKBP4
CSNK2A1	0	CAV1
CSNK2A1	1	PPP1R8
CSNK2A1	-1	G3BP1
CSNK2A1	1	TCOF1
CSNK2A1	1	HDAC1
CSNK2A1	0	SIRT1
CSNK2A1	1	OTUD5
CSNK2A1	1	TCF7L2
GTF2I	1	PRRX1
CSNK1G2	-1	SMAD3
PRKDC	0	NR3C1
PRKDC	1	TP53
PRKDC	0	JUN
PRKDC	0	HSP90AA1
PRKDC	1	SRF
PRKDC	1	USF1
PRKDC	1	AKT1
ADAM17	1	TGFA
ADAM17	1	TNF
ADAM17	1	HBEGF
ADARB1	1	EIF2AK2
DLK1	-1	NOTCH1
SIM1	0	ARNT
SMAD3	-1	CEBPB
SMAD3	-1	PAX8
ARHGAP8	-1	RHOA
ARHGAP4	-1	RAC1
FGD1	1	CDC42
CYCS	1	CASP9
CDK3	1	JUN
CDK3	0	RB1
CDK3	1	ATF1
CDK6	0	RB1
CDK5	1	HTRA2
CDK5	0	NR3C1
APP	0	CDK5
CDK5	1	APP
CDK5	-1	PPP1CA
CDK5	1	AR
CDK5	1	SRC
CDK5	1	EZR
CDK5	1	ERBB3
CDK5	1	STAT3
CDK5	0	PPP1R2
CDK5	1	PSEN1
CDK5	-1	HTR6
CDK5	0	MAPK10
CDK5	1	PTK2
CDK5	-1	PMAIP1
CDK5	-1	CAMKK2
CDK5	1	PPP1R1B
CDK5	1	TLN1
MDM2	-1	EP300
IL5RA	1	SOX4
CDR2	1	MYC
ROR1	1	SRC
ROR2	1	MAPK8
PRKCE	-1	CTNND1
PRKCE	0	FGFR1
PRKCE	1	ATF2
PRKCE	0	FGFR2
PRKCE	1	SHC1
PRKCE	1	STAT3
PRKCE	0	OPRD1
PRKCE	1	TICAM2
PRKCE	-1	BAD
