source	target	direction	stimulation	inhibition	sources	references
P19438	Q15628	1	1	0	CancerCellMap;DIP;DOMINO;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;MPPI;Macrophage;NetPath;SIGNOR;SPIKE;Wang	CancerCellMap:10634209;CancerCellMap:12887920;CancerCellMap:7758105;CancerCellMap:8791485;CancerCellMap:8943045;DIP:19641494;DIP:23955153;DIP:9129204;DOMINO:8565075;DOMINO:8621670;HPRD:11934887;HPRD:7758105;HPRD:8565075;HPRD:8612133;HPRD:8621670;InnateDB:10795740;InnateDB:12721308;InnateDB:15115707;InnateDB:15173123;InnateDB:15310755;InnateDB:15357952;InnateDB:15465831;IntAct:11684708;IntAct:23955153;IntAct:7758105;IntAct:8565075;IntAct:8621670;Lit-BM-17:10187805;Lit-BM-17:11035039;Lit-BM-17:11684708;Lit-BM-17:11821416;Lit-BM-17:15310755;Lit-BM-17:16611992;Lit-BM-17:18776134;Lit-BM-17:18939944;Lit-BM-17:19524513;Lit-BM-17:21724995;Lit-BM-17:22297296;Lit-BM-17:24130170;Lit-BM-17:24758719;Lit-BM-17:27552911;Lit-BM-17:7758105;Lit-BM-17:8565075;Lit-BM-17:8612133;Lit-BM-17:8621670;Lit-BM-17:8943045;Lit-BM-17:9082980;Lit-BM-17:9129204;Lit-BM-17:9915703;MPPI:9916731;Macrophage:15725726;Macrophage:7758105;Macrophage:9430227;NetPath:12887920;NetPath:15485837;NetPath:21119000;NetPath:21741934;NetPath:21760970;NetPath:7758105;SIGNOR:11502070;SIGNOR:7758105;SPIKE:7758105;SPIKE:8565075
Q15628	P19438	1	0	0	CancerCellMap;DIP;DOMINO;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;MPPI;Macrophage;NetPath;Wang	CancerCellMap:10634209;CancerCellMap:12887920;CancerCellMap:7758105;CancerCellMap:8791485;CancerCellMap:8943045;DIP:19641494;DIP:23955153;DIP:9129204;DOMINO:8565075;DOMINO:8621670;HPRD:11934887;HPRD:7758105;HPRD:8565075;HPRD:8612133;HPRD:8621670;InnateDB:10795740;InnateDB:12721308;InnateDB:15115707;InnateDB:15173123;InnateDB:15310755;InnateDB:15357952;InnateDB:15465831;IntAct:11684708;IntAct:23955153;IntAct:7758105;IntAct:8565075;IntAct:8621670;Lit-BM-17:10187805;Lit-BM-17:11035039;Lit-BM-17:11684708;Lit-BM-17:11821416;Lit-BM-17:15310755;Lit-BM-17:16611992;Lit-BM-17:18776134;Lit-BM-17:18939944;Lit-BM-17:19524513;Lit-BM-17:21724995;Lit-BM-17:22297296;Lit-BM-17:24130170;Lit-BM-17:24758719;Lit-BM-17:27552911;Lit-BM-17:7758105;Lit-BM-17:8565075;Lit-BM-17:8612133;Lit-BM-17:8621670;Lit-BM-17:8943045;Lit-BM-17:9082980;Lit-BM-17:9129204;Lit-BM-17:9915703;MPPI:9916731;Macrophage:15725726;Macrophage:7758105;Macrophage:9430227;NetPath:12887920;NetPath:15485837;NetPath:21119000;NetPath:21741934;NetPath:21760970;NetPath:7758105
Q15628	Q12933	1	1	0	BioGRID;CancerCellMap;DIP;HPRD;HuRI;InnateDB;IntAct;KEGG;Lit-BM-17;Macrophage;NetPath;SIGNOR;SPIKE;Wang	BioGRID:10892748;BioGRID:10911999;CancerCellMap:10911999;CancerCellMap:14743216;CancerCellMap:8565075;DIP:14743216;DIP:23955153;DIP:9020361;HPRD:10892748;HPRD:8565075;HPRD:8702708;InnateDB:11479302;InnateDB:18439848;IntAct:10892748;IntAct:14743216;IntAct:23955153;IntAct:8565075;IntAct:9020361;Lit-BM-17:10892748;Lit-BM-17:10911999;Lit-BM-17:11181075;Lit-BM-17:12796506;Lit-BM-17:14743216;Lit-BM-17:19815541;Lit-BM-17:8565075;Lit-BM-17:8702708;Lit-BM-17:9020361;Macrophage:10892748;Macrophage:8565075;NetPath:11112773;NetPath:12887920;NetPath:15485837;NetPath:20203691;NetPath:21119000;NetPath:21741934;NetPath:8565075;SIGNOR:27383048;SPIKE:10892748;SPIKE:8565075;SPIKE:8702708
P19438	P01375	1	0	0	AlzPathway;BioGRID;CancerCellMap;CellPhoneDB;DIP;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;Macrophage;NetPath;Wang;Wojtowicz2020	AlzPathway:18067990;BioGRID:2170559;CancerCellMap:10634209;CancerCellMap:14743216;DIP:14743216;DIP:20080539;DIP:2158863;DIP:2170974;DIP:22801493;DIP:23955153;HPRD:10634209;HPRD:14743216;HPRD:19084540;InnateDB:11448951;InnateDB:12887920;InnateDB:14743216;InnateDB:19287455;InnateDB:2158863;InnateDB:2848815;InnateDB:7852363;IntAct:14743216;IntAct:20103630;IntAct:24070898;IntAct:25241761;IntAct:2848815;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:1310388;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:20103630;Lit-BM-17:2158863;Lit-BM-17:2170559;Lit-BM-17:2170974;Lit-BM-17:22028622;Lit-BM-17:22099304;Lit-BM-17:22675546;Lit-BM-17:23032187;Lit-BM-17:23746843;Lit-BM-17:24070898;Lit-BM-17:24726327;Lit-BM-17:24980434;Lit-BM-17:25241761;Lit-BM-17:25911380;Lit-BM-17:26186194;Lit-BM-17:26670046;Lit-BM-17:27560715;Lit-BM-17:2848815;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:1331108;Macrophage:2158863;NetPath:10634209;NetPath:15485837;NetPath:3034874
Q13490	P55211	1	0	1	HPRD;HuRI;InnateDB;IntAct;KEGG;Lit-BM-17;SPIKE;Wang	HPRD:11084335;HPRD:9545235;InnateDB:16339151;InnateDB:25416956;InnateDB:9545235;IntAct:11084335;IntAct:19153467;IntAct:25241761;IntAct:25416956;IntAct:31515488;Lit-BM-17:11084335;Lit-BM-17:15069192;Lit-BM-17:16339151;Lit-BM-17:16701639;Lit-BM-17:19153467;Lit-BM-17:25241761;Lit-BM-17:9545235;SPIKE:9545235;SPIKE:9990849
P06213	P35568	1	1	0	Adhesome;BioGRID;CA1;DIP;ELM;HPRD;IntAct;KEA;KEGG;Kinexus_KEA;LMPID;Li2012;Lit-BM-17;NetworKIN_KEA;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_KEA	Adhesome:10592173;Adhesome:11606564;Adhesome:12446583;Adhesome:1385403;Adhesome:16582879;Adhesome:2159922;Adhesome:7499194;Adhesome:7935368;Adhesome:8626379;Adhesome:8662806;BioGRID:8626379;CA1:1385403;CA1:2159922;DIP:17167487;DIP:7935368;ELM:7537849;ELM:8626723;HPRD:11606564;HPRD:15629149;HPRD:16582879;HPRD:7935368;HPRD:8662806;IntAct:16582879;IntAct:7935368;IntAct:8662806;KEA:11416002;KEA:11572799;KEA:12220227;KEA:16020478;KEA:17570479;KEA:7504175;KEA:8530377;LMPID:7537849;LMPID:7935368;LMPID:8626723;Lit-BM-17:11606564;Lit-BM-17:11781100;Lit-BM-17:16582879;Lit-BM-17:7499194;Lit-BM-17:7935368;Lit-BM-17:8626379;Lit-BM-17:8662806;ProtMapper:10655627;ProtMapper:11416002;ProtMapper:12220227;ProtMapper:15718410;ProtMapper:17575262;ProtMapper:25365322;ProtMapper:25472611;ProtMapper:28328746;ProtMapper:7651388;SIGNOR:12220227;SPIKE:15870194;SignaLink3:11606564;SignaLink3:12101187;SignaLink3:15629149;SignaLink3:16582879;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:7935368;SignaLink3:8662806;dbPTM:18083107;dbPTM:19534553;iPTMnet:12220227
Q13635	Q99835	1	0	1	BioGRID;CancerCellMap;HPMR;HPRD;KEGG;NetPath;SIGNOR;SPIKE;SignaLink3;Wang	BioGRID:9811851;CancerCellMap:9811851;HPMR:16867986;HPRD:9811851;NetPath:8906787;NetPath:9811851;SIGNOR:12192414;SIGNOR:14556242;SPIKE:20076617;SPIKE:20207148;SignaLink3:14556242;SignaLink3:23331499
P46734	Q16539	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;Kinexus_KEA;Lit-BM-17;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;HPRD-phos:17322306;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:18767875;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:7750576;HPRD:8622669;InnateDB:12384504;InnateDB:12589052;InnateDB:7839144;InnateDB:9841871;KEA:10781613;KEA:12758252;KEA:15592455;KEA:15659558;KEA:15674326;KEA:15735648;KEA:15735649;KEA:15972258;KEA:16083285;KEA:16153436;KEA:17081983;KEA:17192257;KEA:18088087;KEA:7750576;KEA:8622669;Lit-BM-17:11279118;Lit-BM-17:17255949;Lit-BM-17:20213747;Lit-BM-17:23602568;Lit-BM-17:23904011;Lit-BM-17:26186194;Lit-BM-17:9162092;Macrophage:8622669;ProtMapper:10734320;ProtMapper:11304531;ProtMapper:11309380;ProtMapper:14970210;ProtMapper:15212693;ProtMapper:16157584;ProtMapper:16407200;ProtMapper:18291705;ProtMapper:18586681;ProtMapper:7592586;ProtMapper:7693711;ProtMapper:7839144;ProtMapper:7914033;ProtMapper:7997261;ProtMapper:8622669;ProtMapper:9528766;ProtMapper:9582275;SIGNOR:7535770;SIGNOR:8622669;SPIKE:11426938;SPIKE:16189514;SPIKE:17255949;SignaLink3:11242034;SignaLink3:17255949;SignaLink3:21071413;SignaLink3:23331499;dbPTM:15592455;dbPTM:16083285;dbPTM:17081983;dbPTM:17192257;dbPTM:17389395;dbPTM:18083107;dbPTM:18088087;dbPTM:18669648;dbPTM:18691976;dbPTM:19369195;dbPTM:19534553;dbPTM:19690332;dbPTM:7535770;iPTMnet:17322306;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:18767875;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:7839144;iPTMnet:8622669
Q16539	P46734	1	0	0	HPRD;InnateDB;KEGG;Lit-BM-17;PhosphoPoint;SPIKE	HPRD:7750576;HPRD:8622669;InnateDB:12384504;InnateDB:12589052;InnateDB:7839144;InnateDB:9841871;Lit-BM-17:11279118;Lit-BM-17:17255949;Lit-BM-17:20213747;Lit-BM-17:23602568;Lit-BM-17:23904011;Lit-BM-17:26186194;Lit-BM-17:9162092;SPIKE:16189514;SPIKE:17255949
Q99683	P46734	1	1	0	ACSN;HPRD_MIMP;InnateDB;IntAct;KEGG;MIMP;NCI-PID_ProtMapper;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP	ACSN:11274345;ACSN:12655147;ACSN:12738796;ACSN:18855897;ACSN:21614932;InnateDB:16709866;InnateDB:19880523;IntAct:19805025;IntAct:21771788;ProtMapper:19920149;ProtMapper:8974401;SIGNOR:19920149;SPIKE:11029458;SignaLink3:23331499;SignaLink3:8974401;iPTMnet:19920149
P42574	P55211	1	0	0	BioGRID;ELM;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;SIGNOR;SPIKE;Wang	BioGRID:17437405;ELM:8900201;HPRD:1067155;HPRD:11230124;HPRD:8900201;InnateDB:12181739;InnateDB:12620238;InnateDB:17437405;InnateDB:8900201;IntAct:11230124;IntAct:18723680;IntAct:25241761;Lit-BM-17:11230124;Lit-BM-17:11242052;Lit-BM-17:15507451;Lit-BM-17:15941357;Lit-BM-17:17437405;Lit-BM-17:18723680;Lit-BM-17:25241761;SIGNOR:14585074;SIGNOR:15657060;SPIKE:8900201
P55211	P42574	1	1	0	ACSN;BioGRID;CA1;ELM;HPRD;InnateDB;IntAct;KEGG;KEGG-MEDICUS;Lit-BM-17;Macrophage;SIGNOR;SPIKE;Wang	ACSN:10508159;ACSN:12792650;ACSN:16977332;ACSN:19465923;ACSN:19788417;ACSN:9390557;ACSN:9765224;ACSN:9812896;BioGRID:17437405;CA1:9390557;ELM:8900201;HPRD:1067155;HPRD:11230124;HPRD:8900201;InnateDB:12181739;InnateDB:12620238;InnateDB:17437405;InnateDB:8900201;IntAct:11230124;IntAct:18723680;IntAct:25241761;Lit-BM-17:11230124;Lit-BM-17:11242052;Lit-BM-17:15507451;Lit-BM-17:15941357;Lit-BM-17:17437405;Lit-BM-17:18723680;Lit-BM-17:25241761;Macrophage:10708865;Macrophage:11230124;Macrophage:15725726;Macrophage:9708736;SIGNOR:14585074;SIGNOR:15657060;SIGNOR:9390557;SPIKE:8900201;SPIKE:9390557
P12931	P60953	1	1	0	KEA;KEGG;Kinexus_KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	KEA:14506284;PhosphoSite:14506284;ProtMapper:14506284;ProtMapper:26816343;SIGNOR:14506284;SPIKE:9626657;iPTMnet:14506284;phosphoELM:14506284
P12931	P01112	1	1	0	Adhesome;DOMINO;HPRD;KEGG;PhosphoPoint;PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Wang;iPTMnet	Adhesome:12695509;Adhesome:9020108;DOMINO:12695509;HPRD:12695509;PhosphoSite:25157176;ProtMapper:25157176;SIGNOR:25157176;SPIKE:9626657;iPTMnet:25157176
P60953	Q13233	1	1	0	KEGG;NCI-PID_ProtMapper;NetPath;ProtMapper;SPIKE;SignaLink3;TCRcuration_SignaLink3;Wang	NetPath:9305638;ProtMapper:7600581;ProtMapper:9487126;SPIKE:7601337;SPIKE:9305638;SignaLink3:17161586;SignaLink3:23109003
Q13233	P45985	1	1	0	ACSN;ACSN_SignaLink3;BioGRID;InnateDB;InnateDB_SignaLink3;IntAct;KEA;KEGG;KEGG-MEDICUS;Kinexus_KEA;NCI-PID_ProtMapper;PhosphoPoint;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet	ACSN:11274345;ACSN:11777939;ACSN:12040186;ACSN:12738796;ACSN:12782630;ACSN:14585353;ACSN:15574420;ACSN:16488589;ACSN:17496910;ACSN:18855897;ACSN:19568798;ACSN:19615955;ACSN:21102635;ACSN:21614932;BioGRID:16472679;InnateDB:12456688;InnateDB:18182252;IntAct:9808624;KEA:17276500;ProtMapper:10400627;ProtMapper:10521444;ProtMapper:7600582;ProtMapper:7992057;ProtMapper:8910292;ProtMapper:9305638;ProtMapper:9487126;ProtMapper:9712898;ProtMapper:9889102;ProtMapper:9891069;SIGNOR:9712898;SPIKE:12456688;SignaLink3:10086337;SignaLink3:10465784;SignaLink3:10567412;SignaLink3:10811803;SignaLink3:10982827;SignaLink3:11242034;SignaLink3:11274345;SignaLink3:11447289;SignaLink3:11668179;SignaLink3:11777939;SignaLink3:12040186;SignaLink3:12048245;SignaLink3:12175651;SignaLink3:12419216;SignaLink3:12456688;SignaLink3:12640133;SignaLink3:12738796;SignaLink3:12782630;SignaLink3:14585353;SignaLink3:15170913;SignaLink3:15567848;SignaLink3:15574420;SignaLink3:15863030;SignaLink3:16102570;SignaLink3:16227978;SignaLink3:16488589;SignaLink3:16582911;SignaLink3:16887996;SignaLink3:17496910;SignaLink3:17496911;SignaLink3:17673906;SignaLink3:18182252;SignaLink3:18855897;SignaLink3:19449109;SignaLink3:19568798;SignaLink3:19615955;SignaLink3:21102635;SignaLink3:21614932;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:24027568;SignaLink3:26192618;SignaLink3:26552706;SignaLink3:7510700;SignaLink3:8551221;SignaLink3:9379049;SignaLink3:9582321;dbPTM:19369195;iPTMnet:9712898
Q13233	O14733	1	1	0	ACSN;ACSN_SignaLink3;BioGRID;KEA;KEGG;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:12738796;ACSN:18855897;ACSN:21614932;BioGRID:17110930;KEA:9312068;PhosphoSite:26696630;PhosphoSite:9312068;ProtMapper:9312068;SIGNOR:9312068;SPIKE:12947395;SignaLink3:10465784;SignaLink3:11242034;SignaLink3:11274345;SignaLink3:11668179;SignaLink3:12048245;SignaLink3:12738796;SignaLink3:15170913;SignaLink3:15592525;SignaLink3:17462996;SignaLink3:17496911;SignaLink3:18641653;SignaLink3:18855897;SignaLink3:19392652;SignaLink3:21133840;SignaLink3:21232017;SignaLink3:21614932;SignaLink3:23331499;SignaLink3:23850759;SignaLink3:24378531;SignaLink3:26192618;SignaLink3:9379049;SignaLink3:9582321;iPTMnet:10713157;iPTMnet:17110930;iPTMnet:22903704;iPTMnet:9312068;phosphoELM:9312068
P45983	Q07817	1	0	1	HPRD;InnateDB;KEA;KEGG;Lit-BM-17;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD:15733859;InnateDB:15733859;KEA:10617621;KEA:12633850;Lit-BM-17:15733859;Lit-BM-17:25241761;ProtMapper:12633850;SIGNOR:10617621;SIGNOR:12633850;SPIKE:18471544;iPTMnet:10617621;iPTMnet:12633850;phosphoELM:10617621;phosphoELM:12633850
O43521	Q07812	1	1	0	ACSN;CA1;DIP;IntAct;KEGG;Lit-BM-17;SIGNOR;SPIKE;Wang	ACSN:12419244;ACSN:15486085;CA1:11301022;DIP:18948948;IntAct:17289999;IntAct:18948948;IntAct:19427863;Lit-BM-17:17289999;Lit-BM-17:17525735;Lit-BM-17:19427863;Lit-BM-17:21199865;Lit-BM-17:23235460;Lit-BM-17:23374347;Lit-BM-17:26186194;SIGNOR:11997495;SIGNOR:17289999;SIGNOR:22492984;SPIKE:12198137;SPIKE:12242151;SPIKE:15721256
Q14790	Q13546	1	0	1	ACSN;CancerCellMap;HPRD;HPRD-phos;InnateDB;IntAct;KEGG;NetPath;PhosphoPoint;SIGNOR;SPIKE;Wang	ACSN:10521396;ACSN:11788820;ACSN:19935698;ACSN:20125124;CancerCellMap:11002422;CancerCellMap:12887920;HPRD-phos:10521396;HPRD-phos:12215447;HPRD:10521396;HPRD:11002417;HPRD:12215447;InnateDB:11002417;InnateDB:17047155;InnateDB:18570872;InnateDB:21419663;InnateDB:22421964;IntAct:12884866;IntAct:12887920;IntAct:21458669;IntAct:21525013;NetPath:12887920;NetPath:19524512;NetPath:20203691;NetPath:21525013;NetPath:21741934;SIGNOR:10521396;SIGNOR:12887920;SIGNOR:21525013;SPIKE:10469655;SPIKE:11002417;SPIKE:11002422;SPIKE:11042193;SPIKE:12842894;SPIKE:8657102
P23458	P42224	1	1	0	CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;Kinexus_KEA;Li2012;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_SignaLink3;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:10982844;HPRD-phos:11294897;HPRD-phos:11839738;HPRD-phos:12637327;HPRD-phos:12817007;HPRD-phos:15322115;HPRD-phos:7543024;HPRD-phos:7657660;HPRD-phos:7690989;HPRD:10918587;HPRD:10982844;HPRD:11294897;HPRD:11722592;HPRD:11839738;HPRD:12637327;HPRD:12817007;HPRD:15322115;HPRD:7543024;HPRD:7657660;HPRD:7690989;InnateDB:14978237;InnateDB:15284024;InnateDB:15978943;KEA:10748192;KEA:10918587;KEA:10982844;KEA:11152457;KEA:11294897;KEA:11438544;KEA:11839738;KEA:12637327;KEA:12817007;KEA:15322115;KEA:7543024;KEA:7592750;KEA:7657660;KEA:7690989;KEA:9355737;Macrophage:7532278;NetPath:15284024;ProtMapper:11823427;ProtMapper:18989459;ProtMapper:19787091;ProtMapper:20006573;ProtMapper:20035788;ProtMapper:20087684;ProtMapper:21429244;ProtMapper:23257612;ProtMapper:25386349;ProtMapper:27387064;ProtMapper:7504784;ProtMapper:7657660;SIGNOR:11823427;SIGNOR:21576360;SIGNOR:9020188;SPIKE:14963018;SignaLink3:10022928;SignaLink3:10851062;SignaLink3:10918587;SignaLink3:10982844;SignaLink3:11294897;SignaLink3:11306517;SignaLink3:11418623;SignaLink3:11722592;SignaLink3:11839738;SignaLink3:11972023;SignaLink3:12040185;SignaLink3:12093291;SignaLink3:12244150;SignaLink3:12517932;SignaLink3:12637327;SignaLink3:12759422;SignaLink3:12817007;SignaLink3:14565860;SignaLink3:14764663;SignaLink3:15261459;SignaLink3:15322115;SignaLink3:18389480;SignaLink3:18508557;SignaLink3:18941194;SignaLink3:18988627;SignaLink3:19535621;SignaLink3:20169197;SignaLink3:22306691;SignaLink3:23124025;SignaLink3:23331499;SignaLink3:24058793;SignaLink3:24243840;SignaLink3:25297818;SignaLink3:27774606;SignaLink3:29145629;SignaLink3:7510216;SignaLink3:7543024;SignaLink3:7657660;SignaLink3:7690989;SignaLink3:7796299;SignaLink3:8156998;SignaLink3:8232552;SignaLink3:8631301;SignaLink3:8662591;SignaLink3:8662795;SignaLink3:8756628;SignaLink3:9535918;dbPTM:19088846;dbPTM:19534553;dbPTM:7657660;iPTMnet:10918587;iPTMnet:10982844;iPTMnet:11294897;iPTMnet:11438544;iPTMnet:11823427;iPTMnet:11839738;iPTMnet:12637327;iPTMnet:12817007;iPTMnet:14978237;iPTMnet:15322115;iPTMnet:7504784;iPTMnet:7543024;iPTMnet:7657660;iPTMnet:7690989;phosphoELM:11438544;phosphoELM:14978237
O14733	P45983	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;CA1;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;Kinexus_KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:12624093;ACSN:12738796;ACSN:18855897;ACSN:21614932;CA1:9733513;HPRD-phos:11062067;HPRD-phos:18669648;HPRD-phos:18691976;HPRD:11062067;HPRD:16533805;HPRD:9207092;InnateDB:10713157;InnateDB:12821118;KEA:11062067;KEA:12758252;KEA:15755722;KEA:15911620;KEA:16153436;KEA:17192257;KEA:7839144;KEA:9312068;KEA:95141073;Lit-BM-17:12821118;Lit-BM-17:13130464;Lit-BM-17:16533805;Lit-BM-17:24975362;Lit-BM-17:25241761;Lit-BM-17:25284480;Lit-BM-17:9207092;NetPath:10506143;ProtMapper:10506143;ProtMapper:11062067;ProtMapper:11389443;ProtMapper:11489946;ProtMapper:11847100;ProtMapper:14523011;ProtMapper:15212693;ProtMapper:16076903;ProtMapper:18362184;ProtMapper:9312068;ProtMapper:9362518;SIGNOR:11062067;SIGNOR:9312068;SPIKE:15725726;SignaLink3:11242024;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9207092;dbPTM:17192257;dbPTM:18669648;dbPTM:19369195;dbPTM:19690332;iPTMnet:11062067;iPTMnet:11390361;iPTMnet:15911620;iPTMnet:18436711;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:9207092;iPTMnet:9312068;phosphoELM:15911620;phosphoELM:9312068
P45983	O14733	1	0	0	HPRD;InnateDB;KEGG;Lit-BM-17;NetPath;PhosphoPoint	HPRD:11062067;HPRD:16533805;HPRD:9207092;InnateDB:10713157;InnateDB:12821118;Lit-BM-17:12821118;Lit-BM-17:13130464;Lit-BM-17:16533805;Lit-BM-17:24975362;Lit-BM-17:25241761;Lit-BM-17:25284480;Lit-BM-17:9207092;NetPath:10506143
Q16539	P35638	1	1	0	ACSN;HPRD;HPRD_KEA;HPRD_MIMP;KEA;KEGG;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;HPRD:8650547;KEA:17570479;KEA:8650547;PhosphoSite:8650547;ProtMapper:8650547;SIGNOR:8650547;SPIKE:11163539;SPIKE:11426938;SignaLink3:23331499;SignaLink3:8650547;iPTMnet:8650547
P11802	P24385	1	0	0	BioGRID;DIP;HPRD;InnateDB;IntAct;KEGG;Lit-BM-17;PhosphoPoint;Wang	BioGRID:9372967;BioGRID:9837900;DIP:19237565;DIP:19470470;HPRD:15232106;HPRD:19075005;HPRD:9150368;HPRD:9837900;InnateDB:25416956;IntAct:15232106;IntAct:19237565;IntAct:24218572;IntAct:24855949;IntAct:25241761;IntAct:25416956;IntAct:25502805;IntAct:25910212;IntAct:27107012;IntAct:31515488;IntAct:7568034;IntAct:8756624;IntAct:9106657;Lit-BM-17:10580009;Lit-BM-17:10908655;Lit-BM-17:11160398;Lit-BM-17:11360184;Lit-BM-17:12036906;Lit-BM-17:15232106;Lit-BM-17:16985050;Lit-BM-17:17205132;Lit-BM-17:18537972;Lit-BM-17:19237565;Lit-BM-17:19470470;Lit-BM-17:19767775;Lit-BM-17:20837141;Lit-BM-17:23007395;Lit-BM-17:23707388;Lit-BM-17:23718855;Lit-BM-17:24218572;Lit-BM-17:24855949;Lit-BM-17:25241761;Lit-BM-17:26203195;Lit-BM-17:7568034;Lit-BM-17:8259215;Lit-BM-17:8662825;Lit-BM-17:8756624;Lit-BM-17:8867812;Lit-BM-17:8978686;Lit-BM-17:9106657;Lit-BM-17:9178893;Lit-BM-17:9228064;Lit-BM-17:9372967;Lit-BM-17:9837900
