source	interaction	target
SNAI1	0	ACTN2
SP100	0	ACTN2
ACTN2	0	PDLIM3
ACTN2	0	MYOZ2
ACTN2	0	MICALL2
ACTN2	0	BRMS1L
ACTN2	0	SAXO1
ACTN3	0	TRAF1
AP2B1	0	THAP1
AP2B1	0	NEU4
TLE5	0	BYSL
CRX	0	TLE5
DDX6	0	TLE5
TLE5	0	GOLGA2
LMO2	0	TLE5
SMAD3	0	TLE5
MFAP1	0	TLE5
TLE5	0	NAB2
PRKAA2	0	TLE5
TRIM27	0	TLE5
TLE5	0	SIX1
SNRPC	0	TLE5
SOX5	0	TLE5
TCF4	0	TLE5
TLE5	0	TRAF1
LMO4	0	TLE5
BHLHE40	0	TLE5
STX11	0	TLE5
ZBTB24	0	TLE5
TLE5	0	ABI2
TLE5	0	NEK6
FRS3	0	TLE5
TLE5	0	RBPMS
TLE5	0	IKZF3
TLE5	0	MTUS2
LDOC1	0	TLE5
TLE5	0	KANK2
TLE5	0	GORASP2
VPS37C	0	TLE5
TLE5	0	MAGOHB
TLE5	0	CARD9
TLE5	0	BIRC7
TLE5	0	VPS37B
TLE5	0	NUDT22
TLE5	0	TRIM41
TLE5	0	CIB3
TLE5	0	KRT40
KRTAP10-8	0	TLE5
TLE5	0	NOTCH2NLA
ALAS1	0	TMSB10
ALAS1	0	EP400
ALAS1	0	CDC73
ALAS1	0	LONRF1
ALAS1	0	DUSP19
ALPP	0	KRTAP5-9
SLC25A6	0	MTUS2
ANXA11	0	TFG
ANXA11	0	CEP55
LGALS8	0	APEH
APEH	0	IST1
NMB	0	BIRC2
BIRC2	0	NTAQ1
BIRC2	0	EXOSC5
BIRC2	0	BIRC7
BIRC2	0	GCC1
BIRC2	0	PPM1K
ERCC3	0	XIAP
XIAP	0	NEK6
VPS37C	0	XIAP
XIAP	0	LONRF1
XIAP	0	SSX2IP
RGS20	0	FASLG
AQP1	0	TRIM23
AQP1	0	TRIP6
AQP1	0	IKZF3
AQP1	0	MTUS2
AQP1	0	RGS17
KRAS	1	ARAF
TRIM23	0	BAG1
TRIM23	0	CDR2
COX5B	0	TRIM23
MCM7	0	MCMBP
MCM6	0	MCMBP
MCM4	0	MCM7
MCM2	0	MCMBP
MCM3	0	MCMBP
MCM4	0	MCMBP
MCMBP	0	SMC3
YWHAZ	1	SFN
GATA2	0	TRIM23
EIF3G	0	EPB41
KRT6A	0	TRIM23
PHF1	0	TRIM23
PSMA1	0	TRIM23
SNAI1	0	TRIM23
TNFAIP3	0	TRIM23
GPANK1	0	TRIM23
SORBS3	0	TRIM23
TRIM23	0	TRIM29
TRIM23	0	ARHGEF3
TRIM23	0	TBC1D22B
TRIM23	0	SMG9
TRIM23	0	CARD9
TRIM23	0	BRME1
TRIM23	0	ZC2HC1C
TRIM23	0	ATPAF2
TRIM23	0	IQUB
RHOA	0	RIPOR2
ARL2	0	UNC119
PDE6D	0	ARL2
UBB	0	RPS9
HSP90AA1	-1	UBB
UBB	0	RPS6
UBB	0	RPL5
UBB	0	RPL28
UBA1	1	UBB
UBB	0	UBE2L3
ARL2	0	TBL1XR1
ARNTL	0	HIF1A
MAPK9	0	ARRB1
ARRB2	0	MAPK9
ATF4	0	CEBPG
ATF4	0	GPS2
ATF4	0	BFSP2
NDC80	0	ATF4
LDOC1	0	ATF4
TRIB3	0	ATF4
ATF4	0	GCC1
ATP6V0C	0	EDA
MSR1	0	ATP6V0C
ATP6V0C	0	SMIM3
PSMD2	0	BAG1
TRIM27	0	BAG1
BCL2A1	0	BAK1
GOLGA2	0	BARD1
TRAF1	0	BARD1
LDOC1	0	BARD1
MDFI	0	BBS2
PSME3	0	BBS2
CDKN1B	-1	CCND1
BIK	0	BCL2A1
BCL2L2	0	FATE1
BCL6	0	TRAF1
LIMS3	0	BCL6
BIK	0	FATE1
BLK	0	STAT3
EFS	0	BLK
BLVRA	0	LNX1
TRIM27	0	BMP7
FRK	0	BNIP2
BNIP2	0	MYO5B
BNIP2	0	FATE1
BNIP3L	0	BNIP3
BNIP3	0	FATE1
BNIP3	0	LDLRAD1
BNIP3L	0	TMEM11
BNIP3L	0	LDLRAD1
BTG1	0	CNOT8
BYSL	0	PHC2
EMD	0	BYSL
GOLGA2	0	BYSL
MID1	0	BYSL
TRIM37	0	BYSL
TRIM27	0	BYSL
BYSL	0	SMN1/SMN2
BYSL	0	TRIP6
COIL	0	BYSL
STX11	0	BYSL
BYSL	0	TRAF4
BYSL	0	PDE4DIP
BYSL	0	TNIP1
IKZF1	0	BYSL
BYSL	0	DDX17
BYSL	0	MTUS2
BYSL	0	THAP1
BYSL	0	HMBOX1
BYSL	0	VPS37B
BYSL	0	CCDC102B
BYSL	0	CEP70
BYSL	0	LZTS2
BYSL	0	LONRF1
BYSL	0	KRT40
BYSL	0	MIPOL1
SRPK1	1	SRSF8
SRPK1	0	SREK1
SRPK1	0	SRSF3
PRPF38A	0	SRPK1
CLK1	1	SRPK1
SRPK2	0	SRSF8
SRPK2	0	ARGLU1
TRA2B	0	SRPK2
SRPK2	1	SRSF1
SNRNP70	0	SRPK2
SRPK2	0	RBM39
SRPK2	0	PRPF38A
MECOM	0	RBBP4
MECOM	1	HDAC1
MECOM	1	HDAC2
HNRNPK	0	HNRNPD
TERT	0	CIB1
PRKDC	0	CIB1
PINX1	0	MCRS1
TERT	0	MCRS1
PRKCA	0	TEP1
TERT	0	TEP1
SMARCA4	0	ACTB
BRCA1	0	RBBP7
BRCA1	0	RPL31
HLA-A	0	B2M
LYN	0	GP6
TNFRSF14	1	TRAF2
SLC9A3R1	0	MSN
FCGR2B	0	INPP5D
RAP1A	1	RASSF5
CDC42	1	PAK4
NR4A1	-1	BCL2
RRAS2	1	RIN1
S100A4	-1	MDM2
RASSF3	1	STK4
RASSF4	-1	STK3
NF2	-1	AMOT
RBSN	0	VPS45
NRBF2	1	PIK3C3
NEO1	-1	HJV
TAPBP	0	HLA-A
RAB4A	0	RBSN
NEK7	1	NLRP3
NEO1	1	PTK2
TBL1X	-1	CTNNB1
KIR2DL3	1	PTPN11
CDC42	1	MAPK8
SGTA	0	HSP90AA1
PPARGC1A	1	PPARA
MRAS	1	AFDN
FBXW11	-1	YAP1
HIPK3	1	TP53
RAB11FIP2	0	EHD1
PTGIR	1	GNAS
FOS	0	RUNX2
PECAM1	0	CTNNB1
RAB4A	0	RUFY1
CSNK2A1	1	DVL1
RRAS	1	RALGDS
RRAS2	1	RALGDS
PTPN6	-1	LAT
AFDN	0	SSX2IP
NOS1AP	0	NOS1
NOS1AP	0	RASD1
THBS1	-1	MMP2
HSPD1	1	TLR4
HSPG2	1	VEGFA
CD44	1	VAV2
CD44	1	TIAM1
CD44	1	ARHGEF1
RRAS	1	RASSF5
ARHGEF18	1	RHOA
PDGFRB	1	PIK3CA
PIK3CA	1	PRKCD
MRAS	1	PIK3CA
IFNAR1	0	RACK1
PLAT	1	PLG
KLK3	1	PLG
PLAU	1	PLG
SERPINE1	-1	PLAT
PROC	-1	F5
HRAS	1	MAP2K1
PTPN11	0	PILRA
FER	-1	CTNND1
TYROBP	1	ZAP70
STAT1	0	RACK1
RHOG	1	ELMO2
RAP1A	1	RGS14
RAP1A	1	APBB1IP
PTH1R	1	ARRB1
ANK1	0	TIAM1
STX1B	0	VAMP2
RASGRP1	1	HRAS
FES	1	PLXNA1
SNTA1	1	GRB2
TP53	0	TEP1
TADA3	1	TP53
GRB2	0	SH2B3
CSE1L	1	CDH1
RGS3	0	EFNB1
EFNB1	1	NCK2
PAK3	1	GIT1
TBL1X	0	SKP1
YWHAE	0	BEX3
SRC	0	AXL
AXL	0	SRC
RAC1	1	WAS
RRAS2	1	ARAF
MAP2K7	0	MAP3K11
MAP3K11	1	MAP2K7
RRAS2	1	RASSF5
RASGRF1	1	RRAS2
IL27RA	1	STAT1
IL12RB1	0	STAT4
TRPC1	1	BMPR2
CTNNA1	0	TJP1
BDKRB2	1	GNA11
DNAJB1	-1	DNAJC3
PAK4	1	LIMK1
ELMO2	1	DOCK1
STX1B	0	STXBP1
APBB1IP	1	VASP
DOCK2	1	RAC1
SOD1	0	PPP3CA
FADD	0	FAF1
CAPN1	1	IL1A
TYROBP	0	NCR2
PLXNB2	0	RND1
RHOD	0	PLXNA1
NECTIN3	1	PARD3
MRAS	1	RASSF5
CRB3	0	PARD6A
MRAS	0	RAPGEF5
AFDN	1	CTNNA1
MPP5	0	CRB3
RND1	0	PLXNA1
IL6R	1	STAT3
PRNP	1	NCAM1
PTPRM	1	CTNNB1
MAP3K11	0	MAPK8IP2
YWHAQ	0	CDC25B
CGN	-1	ARHGEF2
NGFR	0	SORT1
IL23R	1	STAT3
FCGR3A	0	CD247
FCGR3A	0	FCER1G
CD44	0	ANK1
TP53	1	CDKN2C
THBS1	0	MMP9
C4BPA	-1	C4B/C4B_2
PRKCD	0	MAPK1
MAPK8	1	MAPK14
EPHA2	1	RASA1
CD46	0	MSN
KDR	1	SH2D2A
CXCR4	1	GNA13
SOCS3	-1	IRS2
PDGFRA	1	JAK1
PRKCD	1	RAF1
CRK	0	FRS2
MET	1	PLCG1
BTK	1	PLCG1
PLCG1	0	SH2D2A
AKT3	-1	TSC2
SYK	1	PIK3AP1
NTRK2	1	SH2B2
CHUK	0	NR2C2
NR2C2	1	CHUK
IKBKB	0	NR2C2
NR2C2	1	IKBKB
UBB	1	PRKN
CD44	1	ARHGEF12
HLF	0	CREBBP
SKP2	1	RB1
MPP5	0	MPP4
SDC2	1	EZR
F12	1	KLKB1
BCL2	-1	CYCS
LYN	1	MS4A1
NTRK3	1	SHC2
NTRK2	1	SHC2
NTRK1	1	SHC2
GRB2	1	SHC2
SHC2	1	GRB2
RUNX1	-1	CEBPA
PARD3	1	PATJ
EGLN2	1	EPAS1
ACTB	0	TMSB4X
RUNX1	0	FOXP3
TLN1	1	ITGA2B
EDNRA	1	GNA11
FYN	0	GP6
HSPA5	1	PRNP
GNAI1	0	RASD1
HTR2A	1	GNA11
SERPIND1	-1	F2
HCK	1	FCGR1A
HCK	1	FCGR2A
HTT	0	REST
LYN	1	FCER1G
FCER1G	0	GP6
IRAG1	-1	ITPR1
ITPR1	0	HOMER3
IGF1R	1	JAK1
SOD1	-1	BCL2
GPC3	1	IGF2
PSEN1	-1	ERN1
ICAM1	0	MSN
IL6R	1	SRC
SLC3A2	0	SLC7A5
SLC3A2	0	SLC7A11
RRAS2	1	AFDN
AFDN	0	TJP1
AFDN	0	SORBS1
NGFR	0	MAGED1
NGFR	1	BEX3
RIPK2	0	NGFR
NOS1	1	RASD1
SYK	1	CD19
PRKG1	1	RAF1
TJP1	0	CTTN
FOS	0	EPHB2
EPHB2	0	FOS
WRN	0	ATM
LGALS3	0	ABL1
MTOR	0	TTI1
GFI1	0	HDAC1
IRAK1	0	BTK
TELO2	0	TTI1
GPHN	0	MTOR
PLCB2	0	MAP2K3
AP1B1	0	ATM
CARD8	0	CARD16
BABAM2	0	BABAM1
DDB2	0	CUL4A
TELO2	0	SMG1
BABAM2	0	BRCC3
PYCARD	0	NLRP1
PLCB2	0	MAP2K6
TRAF6	0	CD40
PYCARD	0	NLRP3
MAP1LC3B	0	MAP1B
TELO2	0	ATR
BLM	0	RPA1
GRB2	0	SH2B2
MYD88	0	BTK
RUVBL2	0	KAT5
KLRC2	0	TYROBP
RUVBL1	0	KAT5
CACYBP	0	SIAH1
CACYBP	0	SKP1
PIN1	0	TOP2A
ATG4B	0	MAP1LC3A
STAT1	0	TP53
PTPN6	0	PDCD1
BCL10	0	MALT1
MAPK14	0	DLG1
PTPN6	0	CTLA4
GNB5	0	GNAI1
VAV3	0	SH3BP2
PXN	0	MAPK14
PIK3R1	0	CD28
CTNNB1	0	CTNNA1
SLC9A3R1	0	PDGFRB
ADRB2	0	SLC9A3R1
RACK1	0	ITGB1
MAPK8IP1	0	KLC1
TLN1	0	VCL
DLG4	0	DLGAP1
ERBIN	0	ERBB2
RPTOR	0	MLST8
NFE2L2	0	JUN
SQSTM1	0	GABARAP
CUL3	0	KEAP1
YY1	0	NFE2L2
BTRC	0	SKP1
IKBKB	0	ATM
CDC37	0	HSP90AA1
CDC37	0	IKBKB
IKBKG	0	CDC37
CDC37	0	CHUK
HSP90AA1	0	IKBKB
IKBKG	0	HSP90AA1
HSP90AA1	0	CHUK
NFKB2	0	IKBKE
REL	0	NFKB1
RELB	0	NFKB1
REL	0	NFKBIA
NFKBIB	0	REL
NFKB1	0	ATF2
RELA	0	ATF2
NCOR2	0	RELA
NFKB2	0	NFKB1
RELA	0	NFKB2
REL	0	NFKB2
REL	0	NFKBIE
RELA	0	NFKBIE
NFKBIZ	0	NFKB1
REL	0	RELA
RELA	0	RELB
TAB1	0	TAB2
TRAF6	0	TIFA
LY96	0	TLR4
TOLLIP	0	TLR4
TANK	0	MAVS
IRF3	0	ZBP1
PYCARD	0	NLRC4
CARD8	0	NLRP2
PYCARD	0	NLRP2
CARD8	0	NLRP3
NLRP3	0	CASP1
CASP1	0	RIPK2
NOD2	0	CARD9
MAP3K7	0	NOD2
MAVS	0	RNF125
IRAK4	0	IL1R1
IRAK1	0	TLR5
TIRAP	0	IRAK2
IRF3	0	IRF7
MYD88	0	IRF5
IRF7	0	IRF5
IRF3	0	IRF5
IFNGR2	0	IFNGR1
STAT2	0	IFNAR1
PYCARD	0	RIPK2
NLRC4	0	NLRP1
CARD16	0	RIPK2
CARD8	0	CARD6
NLRP1	0	CARD6
NOD1	0	CARD6
DEDD2	0	DEDD
PYCARD	0	AIM2
PYCARD	0	IFI16
PYCARD	0	NLRP12
NECTIN3	0	AFDN
GJA1	0	TJP1
TRIP6	0	PTPN13
SCN4A	0	SNTA1
ADRB2	0	SLC9A3R2
PKP4	0	ERBIN
PLXNB2	0	ARHGEF12
DLGAP1	0	SHANK2
KRT8	0	PPP2CA
KRT8	0	PPP2CB
AICDA	0	PRKACA
DNAJC5	0	PRKACA
HSP90AA1	0	PRKACA
CARHSP1	0	DYRK2
ANXA2	0	PRKCA
CD163	0	PRKCA
IL2RA	0	PRKCA
OPRD1	0	PRKCA
PA2G4	0	PRKCA
PTGIR	0	PRKCA
ACAP1	0	AKT1
CCDC88A	0	AKT1
RORA	0	PRKCA
CDC27	0	PRKAA2
SNAP23	0	PRKCA
CD5	0	PRKCB
ITGB2	0	PRKCB
PA2G4	0	PRKCB
PTPN11	0	PRKCB
CYTH1	0	PRKCD
GNAZ	0	PRKCD
OPRD1	0	PRKCD
OPRD1	0	PRKCE
NIBAN1	0	AKT1
PA2G4	0	PRKCG
ITGB2	0	PRKCH
PTPN11	0	PRKCH
CARHSP1	0	AKT1
TRAF2	0	PRKCZ
LTB4R2	0	AKT1
IGF2R	0	PRKACA
GIT1	0	PRKD3
HSP90AA1	0	PRKDC
NHEJ1	0	PRKDC
CBL	0	ERBB4
SH3GL1	0	PTK2
AKT2	0	PTPN1
TPD52	0	CAMK2D
RPTOR	0	CDK1
SYN1	0	UHMK1
CDC34	0	CSNK2B
DES	0	ROCK1
PTPN2	0	CDK1
NHEJ1	0	ATM
NBN	0	RPA2
CARHSP1	0	RPS6KA1
RANBP3	0	RPS6KA1
CCT2	0	AKT1
NR4A1	0	RPS6KA5
RALB	0	PRKCA
DEPTOR	0	RPS6KB1
POLDIP3	0	RPS6KB1
CARHSP1	0	RPS6KA3
RANBP3	0	RPS6KA3
WWC1	0	AURKB
CDH11	0	CTNNB1
SIRT1	0	CSNK2A1
DLG1	0	CDK1
HTT	0	AKT1
PALLD	0	AKT1
ARHGDIB	0	SRC
CDCP1	0	SRC
HLA-A	0	SRC
KRT19	0	SRC
MMP14	0	SRC
LASP1	0	PRKG2
RPS6KB2	0	SRC
HSP90AA1	0	CSNK2A1
PDCD10	0	STK25
WWC1	0	MAPK1
PTPN3	0	MAP3K7
TP63	0	TGFBR1
PIK3R3	0	INSR
RAD18	0	CDC7
SIRT2	0	CDC14A
IGF2R	0	CSNK2A1
FANCI	0	ATM
WWC1	0	AURKA
TOP2A	0	CDK1
SRCIN1	0	ABL1
RBPJ	0	HEY1
PBK	0	CDK1
RANBP3	0	AKT1
KRT18	0	CAMK1
EEF1D	0	CSNK2A1
PAM	0	UHMK1
CDK2	0	AKT2
EIF4G3	0	CAMK1
SIRT2	0	CDC14B
PTPN2	0	CDK2
CABLES1	0	CDK3
CDK1	0	CDKN1B
RAP1GAP	0	CDK1
RAD9A	0	CDK2
RASSF1	0	CHEK1
PALLD	0	AKT2
EIF2B5	0	CSNK1A1
BACE1	0	CSNK1D
ABCF1	0	CSNK2A1
EWSR1	0	MAPK3
MS4A1	0	CSNK2A1
SMC3	0	CSNK2A1
MS4A1	0	CSNK2A2
MME	0	CSNK2B
SRSF1	0	DYRK1A
PKD2	0	GSK3A
PML	0	CHEK2
CCND1	0	HDAC1
SMC3	0	CSNK2A2
ID1	0	CASK
PAK1	0	CDK19
EWSR1	0	MAPK11
RPTOR	0	MAPK11
EWSR1	0	MAPK14
EWSR1	0	MAPK1
NUP153	0	MAPK1
CCT2	0	RPS6KB1
NUP153	0	MAPK3
SPIB	0	MAPK3
PAK2	0	PRKAA2
WWC1	0	MAPK3
KRT8	0	MAPK3
RTN4	0	MAPKAPK2
NCKIPSD	0	NCK1
PTPN1	0	CDK1
PXN	0	PAK4
WAS	0	BTK
CDC25C	0	PKN1
CTNNB1	0	PLK1
SRI	0	PLK1
GRB2	0	PTPN6
PTPN6	0	CEACAM1
SORBS1	0	VCL
ITGB1	0	PPP2CA
INPP5D	0	LYN
TRIP6	0	ENG
SHC1	0	ITGB1
PARVB	0	ILK
TRIP6	0	NEDD9
PXN	0	VCL
PXN	0	CEACAM1
FHL2	0	ITGB1
STAT3	0	CAPN1
PTPN11	0	SYK
RACK1	0	ITGB5
FHL2	0	ITGA7
PLAUR	0	LYN
SLC3A2	0	ITGB1
CEACAM1	0	ITGB3
STARD13	0	TUBA1B
ARHGEF7	0	SHC1
ACTB	0	MYH9
MAPK1	0	ITGB6
ITGAX	0	ITGB2
PAK1	0	VASP
BCAR1	0	PXN
ITGAM	0	ITGB2
FHL2	0	ITGA3
RAPGEF1	0	CBL
TRIP6	0	RHOA
PKD1	0	PTK2
STAT3	0	INSR
ITGA3	0	ITGB1
PLCG1	0	ASAP2
PARVB	0	ACTB
SH3KBP1	0	LYN
FHL2	0	ITGB2
CAV1	0	ITGB1
FLNA	0	PLCG1
SH3KBP1	0	FYN
ZYX	0	ACTB
MAPK1	0	INSR
SH3KBP1	0	SRC
ITGB5	0	TLN1
CYTH2	0	ITGB2
FHL2	0	MAPK1
ITGA9	0	ITGB7
CASP8	0	ILK
SYK	0	FYN
ITGAL	0	ITGB2
PLAUR	0	ITGB2
RACK1	0	ITGB2
RACK1	0	INSR
LILRB1	0	HLA-A
HAVCR2	0	LGALS9
CD44	0	VCAN
MET	0	DCN
ITGB1	0	LGALS1
DPP4	0	CCL22
ENG	0	TGFB1
ACKR1	0	CCL2
ACKR2	0	CCL2
ACKR4	0	CCL2
ITGAM	0	C3
CXCR2	0	VASP
IL1RAPL1	0	IL37
CR2	0	IFNA1/IFNA13
SELE	0	SERPING1
HJV	0	BMP6
EZR	0	VCAM1
MSN	0	VCAM1
ACKR1	0	PF4
SDC2	0	CSF2
ITGB2	0	JAM3
TLR4	0	HSP90B1
TLR1	0	HSP90B1
ACKR2	0	CCL11
TLR9	0	CD14
SDC1	0	CXCL8
ACKR1	0	CXCL8
IL6R	0	ADAM17
AGER	0	HMGB1
AGER	0	S100A9
TLR4	0	SFTPD
ACKR2	0	CCL7
CD44	0	LGALS9
ITGA3	0	LGALS8
CD74	0	APP
CD4	0	PIP
SELL	0	VCAN
LRP1	0	APOE
TRAF2	0	TNF
ACKR4	0	CCL7
RIPK1	0	TNF
TLR2	0	HSP90B1
TLR2	0	HRAS
TLR2	0	SFTPA1
ITGA2B	0	FGA
SELP	0	VCAN
SELP	0	SERPING1
LRP2	0	LCN2
IGF1R	0	CAMP
LY96	0	SFTPD
ERAP1	0	NUCB2
ADRB2	0	HSPA8
CD46	0	C4B/C4B_2
F11R	0	ASIP
F11R	0	AFDN
ACKR1	0	CCL5
LILRB2	0	HLA-A
ACKR2	0	CCL5
ACKR2	0	CCL14
ACKR2	0	CCL3
ACKR2	0	CCL4
KLRC1	0	B2M
L1CAM	0	NCAM1
PITPNM3	0	CCL18
HAVCR2	0	CEACAM1
TLR2	0	DCN
TLR4	0	DCN
IL11RA	0	IL6ST
CSF2RB	0	CSF2RA
IL2RG	0	IL7R
IFNAR2	0	IFNAR1
IL20RA	0	IL20RB
IL22RA1	0	IL20RB
KLRD1	0	KLRC1
KLRD1	0	KLRC2
SELE	0	SELL
TFR2	0	HFE
TGFBR2	0	ACVRL1
TRAF3	0	TNFRSF4
TRAF2	0	TNFRSF4
TNFRSF4	0	TRAF5
CD36	0	WNT1
ERG28	0	CCL18
TLR4	0	CD36
TLR6	0	CD36
ADAP1	0	PRKCE
CD3E	0	FYN
CTNNB1	0	CHUK
WWC1	0	PRKCZ
ENG	0	ACVRL1
GATA3	0	PRKACA
PELI1	0	TBK1
SIKE1	0	TBK1
AMOT	0	PRKCI
MECOM	0	CSNK2A1
IL16	0	CSNK2A1
ELAVL1	0	PRKCA
BCAR1	0	BMX
IFNAR1	0	MAPK14
SPEN	0	PAK1
REL	0	IKBKB
PIAS4	0	PRKCZ
BCL10	0	AKT1
VHL	0	CSNK2A1
STRAP	0	MAP3K5
RPS3	0	IKBKB
OGT	0	GSK3B
TSC1	0	PLK1
TLR3	0	SRC
IKZF1	0	BTK
STING1	0	ULK1
PARD6A	0	PRKCI
PPP1R8	0	LYN
NFKBIB	0	CSNK2A1
RACK1	0	TYK2
SYTL1	0	AKT1
MUC1	0	GSK3B
ESR1	0	CHUK
FLNA	0	CAMK2A
LCP2	0	ITK
NFE2	0	MAPK8
CASP3	0	PPP2CA
CD33	0	PTPN6
SELE	0	PTPN11
KIFAP3	0	DUSP26
YWHAE	0	ATXN1
YWHAZ	0	ATXN1
YWHAH	0	RELA
YWHAE	0	HDAC4
PRKCE	0	YWHAZ
XIAP	0	CHEK1
EHD1	0	RBSN
EIF4E	0	EIF4G3
EIF4E	0	DDX3X
IRAK1	0	VASP
EGLN1	0	FKBP8
APP	0	APBB1
TNS2	0	ITGB7
BTRC	0	ATF4
FBXW11	0	IFNAR1
GRB2	0	APP
ADAM15	0	SRC
UBA2	0	SUMO1
MAPRE1	0	APC
TRAF1	0	TNFRSF8
TRAF2	0	TNFRSF8
TRAF3	0	TNFRSF8
TRAF3	0	LTBR
PINX1	0	TERF1
SNCAIP	0	PIN1
PIN1	0	CDKN1B
PIN1	0	SMAD3
AATF	0	PIN1
PIN1	0	STAT3
RELA	0	PIN1
DAXX	0	PIN1
MAGI1	0	ACTN4
F11R	0	TJP1
MAGI1	0	SYNPO
PRKCZ	0	BLVRA
SMARCA4	0	RB1
HDAC1	0	RB1
AP2M1	0	CTLA4
RFX5	0	RFXANK
RNF31	0	VCP
RNF31	0	OTULIN
GPRASP1	0	ADRB1
GPRASP1	0	CHRM1
NFKB1	0	GSK3B
LIG4	0	ATM
PLCG2	0	LYN
NMT1	0	LYN
PPP1R14A	0	PRKCE
PPP1R14A	0	PRKCZ
FCGR2C	0	SYK
TERF1	0	TNKS
CDH1	0	CASP3
OPTN	0	GABARAP
MAP1LC3C	0	SQSTM1
GABARAP	0	BNIP3L
MAP1LC3C	0	CALCOCO2
DAXX	0	SPOP
BNIP2	0	KLC1
CBX5	0	RB1
PLCG1	0	F2RL2
PLCG1	0	DLGAP1
PLCG1	0	ARHGEF11
LCP2	0	FYB1
PLCG1	0	FANCA
PLCG1	0	EFS
PLCG1	0	TGOLN2
PLCG1	0	AIRE
PLCG1	0	PHACTR2
PLCG1	0	PPFIA4
PLCG1	0	FLNB
LCP2	0	GRAP2
PLCG1	0	SERPINC1
PTPN1	0	NTRK1
HIF1A	0	SP1
PLCG1	0	RRAS
NCF2	0	NCF1
PLCG1	0	RAG1
CAST	0	PLCG1
TNIP1	0	TNFAIP3
TNIP2	0	TNFAIP3
GULP1	0	ITGB7
RABGAP1	0	ITGB7
RPL13	0	PLCG1
IL3RA	0	PLCG1
MAP4	0	PLCG1
GRB2	0	PIK3R1
PTPN1	0	LTK
YWHAB	0	TUBB
TSC2	0	YWHAB
FCGR2B	0	PLCG1
PARD3	0	CDH5
ABL2	0	PLCG1
GRB2	0	CDKN1B
RGS7	0	PLCG1
LIG3	0	PLCG1
AFF2	0	PLCG1
YWHAG	0	TUBB
YWHAG	0	TSC2
YWHAZ	0	TUBB
YWHAZ	0	TSC2
ZP2	0	PLCG1
TJP1	0	ACTB
ITSN1	0	SOS1
SOS2	0	PLCG1
PDIA2	0	PLCG1
SKP2	0	SKP1
ADAM15	0	NCK1
ADAM15	0	GRB2
SH3PXD2A	0	ADAM15
SQSTM1	0	UBC
FLNC	0	PLCG1
SNX17	0	PLCG1
SLC9A3R2	0	CFTR
PTPN1	0	NTRK3
CSMD2	0	PLCG1
RBCK1	0	RNF31
PATJ	0	MPP5
RIN3	0	PLCG1
MAP4K1	0	PLCG1
DTNBP1	0	PLCG1
SH3GL2	0	ITCH
SPEN	0	PLCG1
RTKN	0	RHOA
TDRD1	0	PLCG1
ADNP	0	PLCG1
MEPE	0	PLCG1
NCK1	0	TNIK
ASAP1	0	PLCG1
SNX7	0	PLCG1
SHANK2	0	PLCG1
APP	0	MAPK8IP1
AKAP2	0	PLCG1
KRT8	0	MAPK1
NCOA3	0	CREBBP
PIAS1	0	PRMT1
HDAC1	0	EHMT2
APP	0	CASP3
CCL7	0	MMP2
JUN	0	EP300
EIF2AK2	0	JAK1
STAT5A	0	BTK
BICD1	0	GSK3B
KLF5	0	EP300
IL16	0	CDK1
SMARCC2	0	AKT1
WEE1	0	AKT1
SIK2	0	AKT2
LMNA	0	CDK2
SMC4	0	CDK2
SMAD2	0	GSK3B
ZFPM1	0	GSK3B
GHR	0	IGF1R
CDK4	0	LYN
HSF1	0	MAPK1
NEFH	0	MAPK14
MST1R	0	PPP1CA
PSEN1	0	PRKACA
ADAP1	0	PRKCA
PAK1	0	PRKG1
CARHSP1	0	SGK1
PDK1	0	SRC
TP53	0	IKBKB
ATP1A1	0	MAPK1
MUC1	0	LYN
CD72	0	LYN
STAT3	0	DAPK3
IRAK1	0	PRKCI
STAT5B	0	INSR
TIRAP	0	IRAK1
TIRAP	0	IRAK4
TRAF2	0	IKBKE
IKBKE	0	CHUK
IRF3	0	MAPK9
NOXA1	0	MAPK14
AKT1S1	0	PIM1
CTNND2	0	AKT1
MYO5A	0	AKT2
IKBKG	0	IKBKE
SNCAIP	0	SNCA
SNX17	0	SELP
PKNOX1	0	PBX1
RACK1	0	PTPRM
CTNNB1	0	MUC1
FANCC	0	STAT1
COMMD1	0	NFKBIA
TRAF4	0	RPS6KB1
FBH1	0	SKP1
PIK3R1	0	FCGR2A
ELF1	0	NFKB1
PML	0	EIF4E
CBFB	0	RUNX1
RELA	0	PML
HOXA9	0	MEIS1
JUP	0	CDH1
HTT	0	HIP1
XRCC5	0	XRCC6
GOLGA2	0	USO1
LMO1	0	GATA3
PBX1	0	MEIS1
CSNK2B	0	PRKCZ
STX4	0	VAMP2
KCNJ9	0	KCNJ6
LCP2	0	NCK1
CGN	0	TJP1
SRSF1	0	TOP1
TRAF4	0	NCF1
SMAD6	0	MAP3K7
PKP4	0	PDZD2
UPF2	0	UPF1
NF2	0	SLC9A3R1
C4B/C4B_2	0	C2
CXCR4	0	CD4
TRAF2	0	TBK1
SMAD7	0	ACVR1B
ELK1	0	SRF
LTB	0	LTA
CEBPB	0	RB1
RHOH	0	ARHGDIA
GTF2I	0	SRF
TRAF6	0	SYK
ELK4	0	SRF
STAT3	0	BMX
SORBS1	0	FLOT1
