source	interaction	target
OSM	1	OSMR
KRAS	1	RAF1
LRP6	1	AXIN1
JAK2	1	IFNGR2
IFNGR2	1	JAK2
TAB1	1	MAPK14
MAPK14	-1	TAB1
IL21	1	IL21R
ACVR2B	1	BMPR1A
AMH	1	AMHR2
TGFBR1	-1	TGFBR2
TGFBR2	1	TGFBR1
ACVR2B	1	ACVR1
BMPR2	1	ACVR1
BMPR2	1	BMPR1B
TGFBR2	-1	TGFB2
TGFB2	1	TGFBR2
INHBA	1	ACVR2B
BMP7	1	ACVR2B
BMP6	1	ACVR2B
BMP2	1	ACVR2B
ACVR2B	1	ACVRL1
BMP7	1	BMPR2
BMP6	1	BMPR2
GDF6	1	BMPR2
BMP4	1	BMPR2
PPP4R3A	1	PPP4C
MAPK7	1	RPS6KA1
CDO1	1	SHH
PPM1A	1	SMAD3
PPM1A	1	SMAD2
PPM1A	1	SMAD1
IRS4	1	PIK3CG
SIRT1	1	SMAD7
IL20	1	IL22RA1
IL24	1	IL22RA1
IL26	1	IL20RA
IL19	1	IL20RA
IL20	1	IL20RA
IL24	1	IL20RA
NEDD4	1	PTEN
IL27	1	IL27RA
MAPK3	1	STAT5A
KRAS	1	BRAF
HRAS	1	BRAF
GSK3B	1	SMAD3
MAPK3	1	MYC
MFAP5	1	NOTCH1
NOTCH1	1	MEF2C
DAB1	1	NOTCH1
NOTCH1	1	HIF1A
CTF1	1	IL6ST
JAK3	1	PTK2B
IL31RA	1	JAK2
SOCS1	1	IFNGR1
PTPN11	1	STAT1
PPP2CA	1	SMAD3
MTMR4	1	SMAD2
MTMR4	1	SMAD3
DACT2	1	TGFBR1
TGFBR1	1	EIF3I
SRC	1	TGFBR2
ITCH	1	SMAD7
SIK1	1	SMAD7
IHH	1	PTCH1
GSK3A	1	TSC2
ANKRD6	1	DVL2
DVL1	1	LRRK2
AKT1	1	CTNNB1
MAPK9	1	CTNNB1
PDGFRB	1	PDGFRA
PDGFRA	1	PDGFRB
CBL	1	PDGFRA
CAV1	1	PDGFRA
PDGFC	1	PDGFRA
PDGFC	1	PDGFRB
PDGFRB	1	SHC1
PDGFA	1	PDGFRA
PDGFB	1	PDGFRA
FGF1	1	FGFR1
FGF1	1	FGFR2
FGF2	1	FGFR2
FGF3	1	FGFR2
FGF4	1	FGFR2
FGF7	1	FGFR2
FGF8	1	FGFR2
FGF10	1	FGFR2
FLT1	1	PLCG1
VEGFB	1	FLT1
NTRK1	1	FRS2
FRS2	1	NTRK1
NTRK1	1	PLCG1
EFNA2	1	EPHA2
EFNB3	1	EPHB3
EFNA1	1	EPHA8
EFNA1	1	EPHA4
EFNA5	1	EPHA4
EFNA1	1	EPHA2
EFNA1	1	EPHA3
EFNA5	1	EPHA3
EPHA3	1	CRK
EPHA4	1	NGEF
LTK	1	IRS1
LTK	1	PIK3CG
LTK	1	CBL
ANGPT2	1	TEK
ANGPT1	1	TEK
ANGPT4	1	TEK
TEK	1	TNIP2
WNT3A	1	RYK
CDK5R1	1	LMTK2
GAS6	1	AXL
GAS6	1	MERTK
TYRO3	1	PIK3R1
GDNF	1	RET
ABL1	1	MTOR
IGF1R	1	RASA1
FGFR1	1	FRS2
NCK2	1	PTK2
PTK2	1	NCK2
ERBB3	1	PIK3R1
ERBB2	1	PIK3R1
PTPRF	1	IRS1
IRS1	-1	PTPRF
ESR1	1	IGF1
EGFR	1	ESR1
NR0B1	1	ESR1
HNF4A	-1	NR0B2
NR0B2	1	HNF4A
RARA	1	RXRA
RXRA	1	RARA
RARA	1	RXRB
RXRB	1	RARA
RARG	1	RXRA
RXRA	1	RARG
RARG	1	RXRB
RXRB	1	RARG
RXRA	1	PPARA
PPARA	1	RXRA
RXRA	1	PPARG
PPARG	1	RXRA
RXRA	1	NR1H3
NR1H3	1	RXRA
RXRB	1	PPARG
PPARG	1	RXRB
NR2F2	1	RXRA
ESR1	1	NR0B2
NR0B2	1	ESR1
ESR1	1	AR
AR	1	ESR1
NR0B1	1	NR5A1
NR5A1	1	NR0B1
NR0B1	1	AR
RARA	1	RXRG
RXRG	1	RARA
PPARA	1	NR1H3
NR1H3	1	PPARA
PPARG	1	NR1H3
RXRA	1	NR1H2
NR1H2	1	RXRA
PPARG	1	RXRG
RXRG	1	PPARG
ESR1	1	RXRA
RXRA	1	ESR1
ESR1	1	ESR2
ESR2	1	ESR1
AR	1	NR5A1
AR	1	CTNNB1
RARA	1	CTNNB1
NCOA2	1	RXRA
NCOA2	1	PPARG
LEPR	1	STAT3
PTK6	1	STAT3
IL26	1	IL10RB
JAK1	1	STAT6
IL5	1	IL5RA
JAK2	1	STAT6
COPS5	1	TYK2
PDGFRB	1	FER
FRZB	-1	WNT5A
SYNJ2BP	1	DLL4
DLL1	1	NOTCH2
NOTCH2	1	DLL1
UBE2O	-1	SMAD6
SMAD7	1	SMURF2
SMURF2	1	SMAD7
NEDD4L	1	SMAD7
SMURF2	1	TGFBR1
PRKACA	1	SUFU
GSK3B	1	SUFU
NR0B2	1	SIRT1
MAPK8	1	RPS6KB1
MAPK14	1	CREB1
MAPK14	-1	DUSP16
DUSP16	-1	MAPK14
PEA15	1	MAPK3
IL10RB	1	IFNLR1
SMAD2	1	SMURF2
SMURF2	1	SMAD2
ARRB1	1	MDM2
MDM2	1	ARRB1
MAPK14	1	MAX
CSF3R	1	JAK1
MAP4K2	1	MAP3K1
FYN	1	SHC1
SHC1	1	FYN
MPL	1	JAK2
THPO	1	MPL
MPL	1	TYK2
AREG	1	ERBB2
JAK1	-1	IL2RG
IL2RG	1	JAK1
IL2RG	1	JAK3
CNTF	1	CNTFR
IL7	1	IL7R
IL4R	1	IL2RG
GSK3B	1	JUN
MAPK3	1	TAL1
SHC1	1	GRAP
IL13RA1	1	JAK2
IL13RA1	1	TYK2
MAPK1	1	DUSP2
DUSP2	1	MAPK1
DUSP2	1	MAPK14
MAPK14	1	DUSP2
MAP3K12	1	MAP2K4
KRAS	1	MAP3K1
MAP3K11	1	MAP2K4
EGFR	1	SHC2
EGFR	1	SHC3
MAP4K4	1	MAP3K1
IL4R	1	IL13RA1
IL13RA1	1	IL4R
MAP4K1	1	MAP3K1
MAP3K11	1	MAP2K3
MAP3K11	1	MAP2K6
FLNA	1	MAP2K4
CSF3R	1	TYK2
DUSP1	1	MAPK8
MAPK8	1	DUSP1
JAK2	1	CSF2RA
CSF2RA	1	JAK2
NOTCH2	1	RBPJ
JAK3	1	STAM
STAM	1	JAK3
JAK2	1	STAM
STAM	1	JAK2
MAPK3	1	MKNK1
MAPK14	1	MKNK1
NRG2	1	ERBB3
NRG2	1	ERBB4
MAP3K10	1	MAP2K4
LEP	1	LEPR
NRG1	1	ERBB3
CTNNB1	1	TCF4
FRZB	1	WNT8A
PAK1	1	MAP2K1
IL1R1	1	IRAK2
MAP4K5	1	MAP3K1
BTRC	1	CTNNB1
IL9R	1	JAK3
ACVR1B	1	SMAD3
DVL3	1	FRAT1
JAK1	1	SHC1
SMAD2	1	CREB1
ERBB2	1	SHC1
LAMTOR3	1	MAPK3
TLE1	1	LEF1
LEF1	1	TLE1
FBXW11	1	CTNNB1
TAOK1	1	MAP2K3
MAPK14	1	RPS6KA4
DHH	1	PTCH2
CDC42	1	PAK2
PAK2	1	CDC42
CDC42	1	MAP3K11
MAPK8IP1	1	MAP3K10
MAPK8IP1	1	MAP3K12
MAPK8IP1	1	MAP2K7
MAPK8IP1	1	MAP4K1
TYK2	1	STAT5A
MAP3K7	1	MAP4K4
MAP4K4	1	MAP3K7
ACVR1C	1	SMAD3
ACVR1C	1	SMAD2
PPP2CA	1	AXIN1
DUSP9	1	MAPK1
PRKACA	1	RAF1
PRKCA	1	RAF1
PRKCA	1	KRAS
MAPK3	1	DUSP1
DUSP1	1	MAPK3
MAPK3	1	DUSP9
DUSP9	1	MAPK3
MAPK1	1	SOS1
SOS1	1	MAPK1
DHH	1	HHIP
HHIP	1	DHH
IHH	1	HHIP
HHIP	1	IHH
MAP3K1	1	SMAD2
WNT8A	1	FZD8
SIRT1	1	FOXO4
WIF1	1	WNT8A
SHC1	1	INPP5D
BTC	1	EGFR
BTC	1	ERBB4
HBEGF	1	ERBB4
JUN	-1	SMAD3
SMAD3	1	JUN
MAP4K1	1	MAP3K7
DUSP5	1	MAPK1
SMURF1	1	SMAD3
SMURF1	1	SMAD2
IGF1R	1	IRS2
PEBP1	1	MAP2K1
GHR	1	TYK2
GHR	1	JAK1
BMP8B	1	BMPR1A
BMP8B	1	ACVR1
MAPK8IP3	1	MAP2K4
MAPK8IP3	1	MAP3K1
SMAD6	1	BMPR1B
SMAD7	1	BMPR1B
CSF1	1	CSF2RA
CSF3	1	CSF2RA
OSMR	1	JAK2
IL9	1	IL9R
PTEN	1	AKT3
TAOK2	1	MAP2K4
TAOK2	1	MAP2K7
MAP3K8	1	MAP2K5
PAK2	1	RAF1
MAPK8IP2	1	MAPK8
MBIP	1	MAP3K12
IRS1	1	SHC1
JAK1	1	JAK3
JAK3	1	JAK1
SNIP1	1	SMAD4
HRAS	1	SOS1
SOS1	1	HRAS
IL6ST	1	TYK2
SMURF2	1	SMAD1
KAT2A	1	SMAD3
KAT2A	1	SMAD2
XPO1	1	SMAD4
WNT10B	1	FZD5
HGS	1	ZFYVE9
HGS	1	SMAD2
CTNNB1	1	TCF3
SMAD4	1	MEF2A
SMAD2	1	MEF2A
MAP2K3	1	MAPK13
MAP2K6	1	MAPK13
MAP2K3	1	MAPK12
SMAD3	1	AR
MAP3K2	1	MAP2K5
EGF	1	ERBB2
DUSP10	1	MAPK8
LIFR	1	JAK2
LIFR	1	TYK2
LIFR	1	JAK1
MAP4K3	1	MAP3K1
DAB2	1	TGFBR1
DAB2	1	TGFBR2
DAB2	1	SMAD2
SMURF2	1	SKIL
NOTCH3	1	RBPJ
CRK	1	MAPK8
CNTFR	1	JAK1
RAF1	1	KSR1
KSR1	1	RAF1
TGFBR2	1	DAXX
DAXX	1	TGFBR2
PDPK1	1	SGK1
SOS1	1	NRAS
RPS6KA1	1	GSK3B
RAC1	1	MAP3K11
MAP3K13	1	MAP2K7
DUSP22	1	MAPK8
SMAD6	1	TAB1
SMAD7	1	TAB1
ARRB1	1	DVL2
ARRB1	1	DVL1
SH2B1	1	JAK2
PTPN2	1	STAT5A
PTPN11	1	IGF1R
SIRPA	1	PTPN11
PTPN11	-1	SIRPA
IGF1R	1	SIRPA
SMAD3	1	GATA3
MYC	1	SMAD2
CSF3R	1	JAK2
CSNK1D	1	GSK3B
CSNK1D	1	DVL1
DLL3	1	NOTCH2
MAP3K20	1	MAP2K4
MAP3K20	1	MAP2K6
AXIN1	1	CSNK1A1L
PTPN1	1	IGF1R
RPS6KA4	1	ATF1
IRS2	1	PIK3CG
EXTL1	1	SHH
MAPK3	1	ETS1
CSNK1A1L	1	CTNNB1
CSNK1D	1	CTNNB1
DUSP19	1	MAPK8
RACK1	-1	IGF1R
PTPRC	1	JAK1
UBR5	1	PGR
TYK2	1	IL23R
IL23R	1	TYK2
MFNG	1	JAG1
MAPK1	1	MAP3K1
MAP3K1	1	MAPK1
KREMEN1	1	LRP6
KREMEN2	1	LRP6
DKK1	1	KREMEN2
DKK1	1	KREMEN1
ELP1	1	MAPK8
IL21R	1	JAK3
NUP214	1	SMAD2
NUP153	1	SMAD2
FOXH1	1	SMAD2
MAML2	1	NOTCH2
MAML3	1	NOTCH2
MAML2	1	NOTCH3
MAML3	1	NOTCH3
MAML2	1	NOTCH1
MAML3	1	NOTCH1
MAML2	1	NOTCH4
NOTCH4	1	MAML2
MAML3	1	NOTCH4
NOTCH4	1	MAML3
SPAG9	1	MAP2K4
SPAG9	1	MAX
SPAG9	1	MAP3K3
PTPN6	1	STAT6
IL6ST	1	JAK1
SH3RF1	1	MAP3K10
SH3RF1	1	MAP2K4
SH3RF1	1	MAP3K12
SH3RF1	1	MAP2K7
SH3RF1	1	MAPK8
SMURF1	1	TGFBR1
DUSP16	1	MAPK8IP2
IL1R1	1	IL1RAP
IL1RAP	1	IL1R1
DVL3	1	RAC1
SMAD3	1	MAX
NUMB	1	ITCH
ITCH	1	NOTCH1
CBY1	1	CTNNB1
PIAS2	1	STAT4
SKIL	1	SMAD4
SKIL	1	SMAD2
SMAD2	1	SKIL
WNT7A	1	FZD5
HIPK2	1	SMAD1
AXIN1	1	MAP3K4
NR3C1	1	SMAD3
SMAD3	-1	NR3C1
SMAD3	1	PIAS4
PIAS4	1	SMAD3
PIAS4	1	SMAD4
NUP214	1	SMAD3
NUP153	1	SMAD3
NUP214	1	SMAD4
IL20RB	1	TYK2
IL20RB	1	JAK1
STK11	1	GSK3B
IL10RB	1	TYK2
IL10RB	1	JAK1
KSR2	1	RAF1
PEA15	1	MAPK1
MAPK14	1	SMAD3
SMAD5	1	SMAD4
CNKSR2	1	RAF1
SMO	1	PRKACA
IL1R1	1	IRAK1
RNF111	1	SMAD7
AXIN1	1	RNF111
WNT4	1	FZD3
HIPK2	1	DAXX
PIAS3	1	SMAD3
SMAD7	1	PPP1R15A
PPP1CC	1	TGFBR1
PPP1R15A	1	PPP1CC
FBXW11	1	SMAD4
PIAS1	1	SMAD4
NKD1	1	DVL3
WDR83	1	RAF1
WDR83	1	MAPK3
WDR83	1	MAP2K1
IFNLR1	1	TYK2
IFNLR1	1	JAK1
IL31	1	IL31RA
PDPK1	1	AKT2
WWP1	1	SMAD7
ITCH	1	SMAD2
TGIF1	1	WWP1
WWP1	1	SMAD2
MAPK1	-1	ARRB1
ARRB1	1	MAPK1
ARRB1	1	MAPK14
RYK	1	DVL2
RYK	1	DVL3
RYK	1	DVL1
MTSS1	1	SUFU
LAMTOR3	1	MAP2K1
INSR	1	PTPN1
PTPN1	1	INSR
PTPN2	1	INSR
PPP2R2A	1	RAF1
PPP2R2A	1	KSR1
MAP3K12	1	MAP2K7
MAPK8IP2	1	MAPK10
MAPK10	1	MAPK8IP3
MAPK8IP3	1	MAPK10
SPAG9	1	MAPK14
MAPK8IP2	1	MAPK9
MAPK9	1	MAPK8IP3
MAPK8IP3	1	MAPK9
MAPK8	1	MAPK8IP3
MAPK8IP3	1	MAPK8
PTPN2	1	JAK3
TRIM33	1	SMAD4
CNKSR1	1	RAF1
MIB2	1	JAG2
OSMR	1	JAK1
JUN	1	TCF4
UCHL5	1	SMAD7
LEPR	1	JAK1
GSK3B	1	MARK2
MTSS1	1	RAC1
SOS1	1	KRAS
GRAP	1	SOS1
RANBP3	1	CTNNB1
SNX9	1	EGFR
JAK2	1	STAT4
TYK2	1	STAT4
CSNK1G1	1	LRP6
TGFBR2	1	MAP3K7
RACK1	1	STAT3
BMP6	1	AMHR2
AMHR2	1	ACVR1
AMHR2	1	BMPR1B
GDF11	1	ACVR2B
NODAL	1	ACVR2B
GDF5	1	ACVR2B
BMP15	1	BMPR2
CSF1	1	CSF3R
CSF2	1	CSF3R
AKT1	1	PRKACA
SMAD7	1	PPP1CA
PPP1CA	1	ACVRL1
SH3RF1	1	MAPK8IP1
SOCS2	1	IGF1R
TRIM33	1	SMAD3
TRIM33	1	SMAD2
CTDSP1	1	SMAD1
CTDSP2	1	SMAD1
UCHL5	1	TGFBR1
BCL9	1	CTNNB1
CTDNEP1	1	BMPR1A
IFNK	1	IFNAR1
IFNL1	1	IL10RB
IFNL2	1	IL10RB
IFNL3	1	IL10RB
IL10	1	IL10RB
IFNK	1	IFNAR2
IFNL1	1	IFNLR1
IFNL2	1	IFNLR1
IFNL3	1	IFNLR1
IL19	1	IL20RB
IL20	1	IL20RB
IL24	1	IL20RB
LEPR	1	TYK2
MDM2	1	IGF1R
RNF111	1	SMAD3
RNF111	1	SMAD2
SMAD7	1	TAB2
MAPK14	1	STAT4
MAPK14	1	STAT3
STAT3	1	MAPK8
MAPK8	1	STAT3
MAPK14	1	STAT1
STK11	1	MARK2
TGFBR1	1	SHC1
GSK3B	1	SMAD1
MDK	1	NOTCH2
HHAT	1	SHH
CNTN1	1	NOTCH1
CCN3	1	NOTCH1
MFAP2	1	NOTCH1
NOTCH4	1	RBPJ
NOTCH1	1	SMAD1
CDK8	1	NOTCH1
SNW1	1	RBPJ
SNW1	-1	NCOR2
NCOR2	1	SNW1
NOTCH1	1	SNW1
SNW1	1	NOTCH1
CTF1	1	LIFR
IL31RA	1	JAK1
CISH	1	LEPR
SOCS2	1	LEPR
SOCS3	1	LEPR
LEPR	-1	SOCS3
SOCS3	1	IL12RB1
PTPN11	1	STAT5A
STAT3	1	PTPN11
PTPN11	1	STAT3
PTPRT	1	STAT3
EP300	1	SMAD7
EP300	1	SMAD4
SMAD4	1	EP300
TGFBR1	1	TRAF6
ITGB8	1	TGFB1
ITGB6	1	TGFB1
MAPK11	1	SMAD2
RANBP3	1	SMAD2
RANBP3	1	SMAD3
ERBIN	1	SMAD2
ERBIN	1	SMAD3
SMAD7	1	STRAP
SMAD6	1	PELI1
YAP1	1	SMAD7
TGFBR1	-1	FKBP1A
FKBP1A	1	TGFBR1
TGFBR1	1	PARD6A
PARD6A	1	SMURF1
DHH	1	PTCH1
CSNK1A1L	1	LRP6
GRK6	1	LRP6
CSNK1A1	1	LRP6
CSNK1D	1	LRP6
CSNK1E	1	LRP6
DVL1	1	CTNNB1
DVL1	1	JUN
DVL1	1	DAAM1
INVS	1	DVL1
LRRFIP2	1	DVL3
DVL2	1	LRRK2
LRRK2	1	DVL3
DVL3	1	LRRK2
SMAD1	1	DVL1
DVL1	1	SMAD3
NLK	1	LEF1
CSNK2A1	1	LEF1
CAPRIN2	1	LRP6
DVL2	1	RAC1
CSNK1E	1	ROR2
PDGFRA	1	PLCG1
PDGFRB	1	PLCG1
PDGFRA	1	CRK
PDGFRB	1	PTPN11
PTPN11	-1	PDGFRB
PDGFRB	1	NCK1
CAV1	1	PDGFRB
PDGFRB	1	RASA1
PDGFRB	1	CRK
PDGFD	1	PDGFRB
FGFR1	1	GRB14
FGFR1	1	SHB
FGF6	1	FGFR2
FGF17	1	FGFR2
FGF18	1	FGFR2
FGF22	1	FGFR2
FGF9	1	FGFR3
KDR	1	SHC2
SHC2	1	KDR
KDR	1	SHC1
FLT4	1	SHC1
CBL	1	MET
MET	1	GRAP
MET	1	RANBP9
MST1	1	MST1R
AKT1	1	MST1R
MST1R	1	YWHAB
MST1R	1	YWHAQ
NTRK1	1	ABL1
NTRK1	1	MATK
NTRK1	1	ARHGAP32
SQSTM1	1	NTRK1
NTRK1	1	SH2B1
SH2B1	1	NTRK1
NTRK1	1	SH2B2
BDNF	1	NTRK2
NTRK2	1	FYN
SQSTM1	1	NTRK2
NTRK2	1	SHC3
NTF3	1	NTRK3
NTRK3	1	PLCG1
NTRK3	1	SHC1
EFNA3	1	EPHA3
EFNA4	1	EPHA4
EFNB1	1	EPHB1
EPHB2	1	EFNB2
EFNB2	1	EPHB2
EPHA2	1	PIK3R2
ACP1	1	EPHA2
EPHA2	1	SHC1
EFNA2	1	EPHA8
EFNA3	1	EPHA8
EFNA4	1	EPHA8
EFNA5	1	EPHA8
EFNA4	1	EPHA2
EFNA4	1	EPHA3
EFNB2	1	EPHB1
EFNB1	1	EPHB2
EFNB1	1	EPHB3
EFNB2	1	EPHB3
EFNB2	1	EPHA3
EPHA3	1	SRC
EPHA4	1	ARHGEF15
FYN	-1	EPHA4
EPHA4	1	FYN
EPHB1	1	GRB7
EPHB1	1	ACP1
EPHB1	1	NCK1
SRC	1	EPHB2
EPHB2	1	SRC
EPHB2	1	RASA1
ABL1	1	EPHB2
EPHB2	1	ABL1
EPHB2	1	ITSN1
EPHB3	1	RASA1
EPHB3	1	AFDN
LTK	1	SHC1
PTN	1	ALK
ALK	1	PTN
ALK	1	PLCG1
ALK	1	STAT3
MDK	1	ALK
PTPRZ1	1	ALK
PTPRB	1	ALK
ALK	1	SHC3
ALK	1	SHC1
ANGPT4	1	TIE1
ANGPTL1	1	TEK
TEK	1	GRB7
TEK	1	GRB14
WNT5A	1	ROR1
DDR1	1	SHC1
DDR2	1	SHC1
SRC	1	DDR2
DDR2	1	SRC
WNT1	1	RYK
AATK	1	CDK5R1
CDK5	1	LMTK2
LMTK2	1	PPP1CA
AXL	1	SOCS1
MERTK	1	VAV1
RET	1	GRB10
RET	1	STAT3
RET	1	DOK4
RET	1	FRS2
RB1	1	ABL1
ABL1	1	NEDD9
NEDD9	1	ABL1
ABL1	1	GRAP
ABL1	1	VAV1
RYBP	1	ABL1
RFX1	1	ABL1
DAB2	1	CSK
IGF1R	1	CSK
CREBBP	1	CSK
PAG1	1	CSK
MATK	1	KIT
KHDRBS1	-1	PTK6
PTK6	1	KHDRBS1
LCK	1	PTPN6
PTPN6	1	LCK
LCK	1	ZAP70
LCK	1	NOTCH1
LCP2	1	PLCG1
PLCG1	1	RHOA
RHOA	1	PLCG1
ITK	1	PLCG1
GIT1	1	PLCG1
GAB1	1	PLCG1
GRAP	1	PLCG1
ERBB2	1	PLCG1
EEF1A1	1	PLCG1
EGFR	1	NCK1
NCK1	1	WASL
SOCS3	1	RASA1
SRC	1	RASA1
RASA1	1	SRC
LCK	1	RASA1
HRAS	1	RASA1
RASA1	1	HRAS
EGFR	1	GRB14
YWHAQ	1	MEF2D
YWHAB	1	PRKCZ
PRKCZ	-1	YWHAB
YWHAQ	1	PRKD1
FRS2	1	GRAP
PTPN11	1	FRS2
FRS2	1	PTPN11
CBL	-1	FRS2
FRS2	1	CBL
ARHGAP32	1	CDC42
ARHGAP32	1	CRKL
ARHGAP32	1	CRK
CRK	1	ARHGAP32
GAB1	1	ARHGAP32
GAB2	1	ARHGAP32
ARHGAP32	1	RAC1
ARHGAP32	1	RHOA
ARHGAP32	1	SRC
SRC	1	ARHGAP32
EGFR	1	NCK2
PDGFRB	1	NCK2
NTRK2	1	NCK2
INSR	1	GRB7
RET	1	GRB7
ITSN1	1	CDC42
RAP1GAP	1	RAP1B
RAP1B	1	BRAF
STK39	1	MAPK14
VAV1	1	PRKCQ
VAV1	1	MAPK1
MAPK1	1	VAV1
IL1R1	1	PIK3R1
EPOR	1	PIK3R1
INSR	1	DOK4
DOK4	1	CRK
DOK4	1	SRC
DOK4	1	FYN
RET	1	DOK1
PTPN11	1	GAB2
GAB2	1	PTPN11
IL6ST	1	GAB2
INSR	1	PTPRF
PTPRF	1	INSR
PTPRF	1	IRS2
ERBB2	1	ESR1
NR0B1	1	ESR2
NR0B2	1	RXRA
THRB	1	RXRA
RXRA	1	THRB
THRA	1	RXRB
RXRB	1	THRA
NR0B2	1	RXRB
THRA	1	RXRA
RXRA	1	THRA
RXRA	1	NR1H4
NR1H4	1	RXRA
VDR	1	RXRA
RXRA	1	VDR
VDR	1	RXRB
RXRB	1	VDR
RXRA	1	NR1I3
NR1I3	1	RXRA
NR1I2	1	RXRA
RXRA	1	NR1I2
RXRA	1	NR4A1
NR4A1	-1	RXRA
THRB	1	RXRB
RXRB	1	THRB
NR2F1	1	RXRA
RXRA	1	NR2F1
RXRB	1	NR2F1
NR2F2	1	NR2F1
RXRB	1	NR2F2
NR2F6	1	THRB
NR0B2	1	ESR2
ESR2	1	NR0B2
NR3C1	1	NR3C2
NR3C2	1	NR3C1
NR1I2	-1	NR0B2
NR0B2	1	NR1I2
RXRB	1	PPARD
PPARD	1	RXRB
RXRA	1	PPARD
PPARD	1	RXRA
NR2C2	1	HNF4A
NCOR2	1	PGR
NCOR2	1	AR
NR0B2	1	RARA
NR0B2	1	PPARA
NR0B2	1	NR1H2
NR0B2	1	NR1H3
NR0B2	1	NR1I3
NR0B2	1	ESRRA
NR0B2	1	AR
THRA	1	RARG
RARG	1	THRA
RARA	1	THRA
THRA	1	RARA
RARB	1	THRA
THRA	1	RARB
THRA	1	RXRG
RXRG	1	THRA
RARB	1	RXRB
RXRB	1	RARB
RXRG	1	PPARA
PPARA	1	RXRG
NR3C1	1	PPARG
PPARG	1	NR3C1
RXRB	1	NR1H2
NR1H2	1	RXRB
NR1I2	1	HNF4A
RXRA	1	NR4A2
NR4A2	1	RXRA
RXRB	1	PPARA
PPARA	1	RXRB
RXRB	1	NR4A2
NR4A2	1	RXRB
THRB	1	RXRG
RXRG	1	THRB
VDR	1	RXRG
RXRG	1	VDR
NR2C1	1	AR
NR2C2	1	AR
NR2C2	1	ESR1
NR2F6	1	NR2F2
NR2F2	1	NR2F6
NR3C1	1	NR2F2
NR2F2	1	NR3C1
NR3C1	1	AR
AR	1	NR3C1
NCOA2	1	RARA
ESR1	1	NCOA2
ESR1	1	NRIP1
NRIP1	1	ESR1
RARA	1	NRIP1
NRIP1	1	RARA
RXRB	1	NRIP1
NRIP1	1	RXRB
NRIP1	-1	PPARA
SRC	1	RXRA
SRC	1	PPARG
PRKCB	1	NCF1
PRKCD	1	NCF1
PAK1	-1	BAD
FGR	1	PXN
HCK	1	PXN
LYN	1	PXN
SRC	1	PXN
PXN	1	SRC
PRKACA	-1	PREX1
FGR	1	PTK2
PTK2	1	FGR
HCK	1	PTK2
LYN	1	PTK2
SRC	1	PTK2
PTK2	1	SRC
FGR	1	PTK2B
PTK2B	1	FGR
HCK	1	PTK2B
PTK2B	1	HCK
LYN	1	PTK2B
PTK2B	1	LYN
SRC	1	PTK2B
PTK2B	1	SRC
ZAP70	1	GAB2
PRKCZ	1	PARD3
PARD3	-1	TIAM1
LCK	1	CBL
CBL	-1	LCK
CBLB	-1	ZAP70
PTEN	-1	PTK2
PTK2	-1	PTEN
ITK	1	VAV3
LAT	1	VAV1
CDC42	1	PRKCZ
PRKCZ	1	MAPK1
PRKCZ	1	MAPK3
JAK3	1	STAT2
JAK3	1	STAT5B
MAPK1	1	FOS
MAPK3	1	FOS
LCK	1	CD247
CCR5	1	JAK3
CXCR4	1	JAK3
ADCY5	1	CAMP
CAMP	1	PRKACA
CAMP	1	PRKACB
FGR	1	SHC1
HCK	1	SHC1
LYN	1	SHC1
SRC	1	SHC1
SHC1	1	SRC
AKT3	1	BAD
NFKBIA	1	NFKB1
NFKB1	1	NFKBIB
NFKBIB	-1	NFKB1
AKT3	1	GSK3B
AKT3	-1	FOXO3
ZAP70	1	MAPK14
MAPK14	1	ZAP70
AKT3	1	CDKN1A
CD4	1	LCK
CSK	1	LCK
PTPA	1	AKT1
PTPA	-1	AKT3
GNAI1	-1	ADCY5
GNAI2	-1	ADCY5
GNAI3	-1	ADCY5
FGR	1	PIK3R1
FGR	1	PIK3R2
HCK	1	PIK3R1
HCK	1	PIK3R2
LYN	1	PIK3R2
SRC	1	PIK3R2
CBLB	1	PIK3R1
CBLB	1	PIK3R2
PTPN6	-1	PIK3R1
PTPN6	-1	PIK3R2
GNB5	1	PIK3R1
GNB5	1	PIK3R2
GNG4	1	PIK3R1
GNG4	1	PIK3R2
CCR5	1	GNAI1
CCR5	1	GNAI2
CCR5	1	GNAI3
CXCR4	1	GNAI1
GNAI1	1	CXCR4
CXCR4	1	GNAI2
CXCR4	1	GNAI3
ZAP70	1	LCP2
ZAP70	1	VAV1
ZAP70	1	LAT
LAT	1	PLCG1
CBL	-1	PLCG1
GNAI1	1	HCK
GNAI1	1	SRC
GNAI2	1	FGR
GNAI2	1	HCK
GNAI2	1	LYN
GNAI2	1	SRC
MAP3K1	1	MAP2K2
CD28	1	PIK3R2
CBL	-1	PIK3R1
CBL	-1	PIK3R2
PTPN11	1	PIK3R1
PTPN11	-1	PIK3R2
LCK	-1	PIK3R1
ITK	1	CD28
LCK	1	ITK
LAT	1	PIK3R1
LAT	1	PIK3R2
FGR	1	ELMO1
HCK	1	ELMO1
LYN	1	ELMO1
CD247	1	PTPN6
PTPN6	1	CD247
GSK3B	-1	NFATC2
AKT1	1	MAP3K8
AKT3	1	MAP3K8
INHBA	1	ACVR2A
INHBA	1	ACVR1B
INHBA	1	ACVR1C
INHBB	1	ACVR2A
INHBB	1	ACVR1B
INHBB	1	ACVR2B
